
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 347928 2465628 254820 1682796    0    0     0  1250 1868 4676 62  8  0 31  0	
 2  1 347928 2465272 254820 1683132    0    0     0  1280 1849 4669 61  8  0 31  0	
 2  1 347928 2464900 254836 1683484    0    0     0  2118 1897 4731 61  9  0 31  0	
 1  1 347928 2465396 254836 1682856    0    0     0  1372 1938 5106 62  8  0 30  0	
 1  1 347928 2465288 254836 1683208    0    0     0  2184 1942 5163 62  8  0 30  0	
 1  1 347928 2465504 254844 1683584    0    0     0  1316 1891 5054 62  9  0 30  0	
 2  1 347928 2465008 254844 1683940    0    0     0  1278 1860 4714 62  8  0 31  0	
 3  1 347928 2464976 254860 1683300    0    0     0  1590 1954 4657 59  9  0 32  0	
 3  0 347928 2464928 254860 1683636    0    0     0  1224 1791 4690 61  8  0 32  0	
 1  1 347928 2464440 254860 1683988    0    0     0  2180 1894 4855 61  8  0 31  0	
 1  1 347928 2464556 254868 1683488    0    0     0  1330 1885 4938 61  9  0 30  0	
 2  1 347928 2464464 254868 1683720    0    0     0  1322 1905 4957 62  8  0 30  0	
 1  1 347928 2464216 254884 1684076    0    0     0  1770 1893 4650 60  9  0 31  0	
 1  1 347928 2463852 254884 1684416    0    0     0  1574 1834 4669 61  7  0 32  0	
 4  1 347900 2464248 254884 1683784   16    0    16  1326 1904 4774 61  8  0 30  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 347892 2464224 254892 1684148   16    0    16  1210 2003 5164 62  9  0 29  0	
 2  1 347876 2461928 254892 1684492    0    0     0  1044 1796 4572 59  8  0 32  0	
 1  1 347876 2461324 254908 1684848    0    0     0  1572 1859 4714 61  9  0 30  0	
 2  1 347876 2461944 254916 1684200    0    0     0  1430 1865 4639 61  8  0 32  0	
 1  1 347876 2461952 254916 1684552    0    0     0  1630 1895 4983 61  9  0 30  0	
 2  1 347876 2461200 254932 1684928    0    0     0  1174 1914 5010 62  9  0 30  0	
 2  1 346884 2460792 254932 1684472    6    0     6  1144 1905 5071 62  8  1 29  0	
 6  1 346828 2460420 254940 1684876    0    0     0  1002 1889 6827 65  9  0 25  0	
 1  1 346828 2459808 254948 1685440    0    0     0  1360 1912 6875 63  9  1 26  0	
 2  1 346828 2460148 254948 1685008    0    0     0  1746 1996 6886 61  8  2 29  0	
 1  1 346828 2458404 254956 1685996    0    0     0  1218 1994 6914 66 11  1 23  0	
 6  0 346828 2459156 254956 1685628    0    0     0  1178 1848 7050 66  9  0 26  0	
 1  1 346828 2458164 254964 1686220    0    0     0  1772 2061 7272 63 10  3 24  0	
 1  1 346828 2458784 254972 1685996    0    0     0  1614 2000 7384 63  8  3 27  0	
 1  1 346824 2458420 254972 1686420    0    0     0  1722 1994 7321 65  8  1 26  0	
 1  1 346824 2458520 254972 1686220    0    0     0  1232 1952 7146 64  9  1 26  0	
 2  1 346820 2458396 254980 1686824    0    0     0  1640 2042 7609 63  9  3 25  0	
 1  1 346792 2457900 254988 1686444   16    0    16  1238 1883 6848 66  9  0 25  0	
 1  1 346768 2455736 254988 1686876   16    0    16  1588 2032 7181 62  8  5 25  0	
 1  1 346768 2455760 254996 1686592    0    0     0  1794 1973 7371 63  9  1 26  0	
 2  1 346768 2455380 254996 1687092    0    0     0  1250 2038 7261 63  9  3 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 346768 2454636 254996 1687656    0    0     0  1548 1909 6869 63  9  1 27  0	
 2  1 346768 2455140 255012 1687308    0    0     0  1846 2052 7733 62  9  4 25  0	
 1  1 346764 2454768 255012 1687880    0    0     0  1476 2102 7335 61  9  5 26  0	
 1  1 346764 2454892 255012 1687672    0    0     0  1884 2005 7639 62  9  3 26  0	
 1  1 346764 2454380 255020 1688104    0    0     0  1052 1930 6881 64  8  2 26  0	
 6  0 346764 2455000 255020 1687736    0    0     0  1418 2206 7966 60  9  4 27  0	
 4  0 346764 2454132 255036 1688528    0    0     0  2012 2142 7509 63 10  4 24  0	
 6  0 346764 2454636 255036 1687980    0    0     0  1124 2018 7526 64  9  2 25  0	
 4  1 346764 2454264 255036 1688596    0    0     0  1600 1984 7278 61  9  3 27  0	
 1  1 346764 2454256 255052 1688328    0    0     0  1462 2050 6786 59 10  5 26  0	
 1  1 346764 2454256 255052 1688708    0    0     0  1172 1936 6732 62  8  3 27  0	
 2  1 346736 2454264 255060 1688344   32    0    32  1724 1984 7197 66  9  1 23  0	
 1  1 346712 2452092 255060 1688900   32    0    32  1612 2038 7094 62  9  3 26  0	
 1  1 346712 2452092 255060 1688528    0    0     0  1880 2039 7861 62  9  2 27  0	
 6  0 346712 2451216 255076 1689384    0    0     0  1324 2116 7626 63 10  3 25  0	
 4  0 346712 2451588 255076 1688776    0    0     0  1248 1943 7204 66  8  1 25  0	
 1  1 346712 2451216 255084 1689436    0    0     0  2222 1963 7034 63  9  2 26  0	
 3  1 346708 2450728 255084 1690168    0    0     0  1652 2068 7563 62  9  5 25  0	
 5  1 346708 2451348 255084 1689588    0    0     0  1674 1847 6718 64  9  1 26  0	
 1  1 346708 2449736 255100 1690368    0    0     0  1312 2046 7581 64  9  3 24  0	
 1  1 346708 2450728 255100 1690036    0    0     0  1322 1998 7747 62 10  3 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 346708 2449364 255108 1690464    0    0     0  1742 1996 7167 63 10  3 24  0	
 3  1 346708 2450108 255116 1690260    0    0     0  1574 1924 7212 66  9  0 25  0	
 5  1 346708 2449736 255116 1690844    0    0     0  1700 1914 7243 64  9  1 26  0	
 4  1 346708 2449860 255124 1690300    0    0     0  1104 1886 6907 63  9  2 26  0	
 2  1 346708 2449480 255124 1691052    0    0     0  1080 1990 7584 64  9  1 26  0	
 1  1 346676 2449348 255140 1690520   16    0    16  1616 1982 7051 62  9  3 26  0	
 3  0 346656 2447052 255140 1691256   16    0    16  1346 1876 6780 64 10  0 27  0	
 5  0 346656 2447052 255140 1690832    0    0     0  1596 1990 7240 62 10  5 23  0	
 2  1 346656 2446556 255148 1691456    0    0     0  1072 1944 7147 64 10  1 25  0	
 5  0 346656 2447052 255148 1691048    0    0     0  1180 2094 7766 62 10  3 25  0	
 1  1 346652 2446556 255164 1691712    0    0     0  2254 2016 7266 65 10  1 25  0	
 1  1 346648 2445936 255164 1692148    0    0     0  1526 1998 7285 63  9  3 25  0	
 1  1 346648 2446440 255164 1691720    0    0     0  1796 1950 7101 64  9  1 26  0	
 1  1 346648 2445440 255172 1692348    0    0     0  1346 2102 7772 63  9  4 24  0	
 5  1 346648 2446060 255172 1692136    0    0     0  1288 2057 7288 63  9  2 26  0	
 1  1 346648 2445192 255180 1692564    0    0     0  2190 2201 7465 61  9  5 25  0	
 3  1 346648 2445688 255188 1692360    0    0     0  1294 2007 7409 63  9  3 25  0	
 1  1 346648 2445068 255188 1692920    0    0     0  1972 1883 6764 66  9  0 26  0	
 4  1 346648 2445184 255188 1692536    0    0     0  1200 1940 7142 65  9  1 24  0	
 1  1 346648 2445060 255196 1692956    0    0     0  1336 2140 7817 61  8  5 26  0	
 5  0 346616 2444936 255204 1692600   16    0    16  1852 2107 7230 59 10  4 27  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 346596 2442640 255204 1693344   30    0    30  1578 2021 7564 64  9  1 26  0	
 1  1 346596 2442532 255212 1692820    0    0     0  1832 2142 7426 61  9  6 24  0	
 6  0 346596 2442276 255212 1693604    0    0     0  1168 1924 7225 67  9  0 24  0	
 3  1 346596 2442276 255212 1693156    0    0     0  1172 1865 7006 65 10  0 25  0	
 2  1 346596 2441656 255228 1693644    0    0     0  2048 1899 6909 64 10  1 26  0	
 1  1 346596 2441424 255228 1694368    0    0     0  1362 1921 6965 64  9  1 26  0	
 1  1 346596 2441672 255228 1693836    0    0     0  1726 2126 7553 62  9  5 24  0	
 5  0 346588 2441292 255236 1694588   16    0    16  1108 2031 7322 63 10  3 24  0	
 6  0 346588 2441540 255236 1694184    0    0     0  1062 1894 7029 64  8  2 26  0	
 1  1 346588 2440680 255252 1694668    0    0     0  2040 2222 7605 64  9  3 24  0	
 1  1 346588 2441052 255252 1694276    0    0     0  1270 2069 7567 61  9  5 26  0	
 3  1 346588 2440936 255252 1695048    0    0     0  1784 2012 7409 62  9  5 24  0	
 1  1 346588 2441044 255260 1694492    0    0     0  1274 2018 7175 62 10  3 25  0	
 5  0 346588 2440796 255260 1695060    0    0     0  1472 1865 6942 65  9  0 26  0	
 1  1 346560 2440920 255276 1694672   16    0    16  1690 1905 6880 65 10  0 26  0	
 5  0 346536 2438756 255276 1695400   16    0    16  1226 1923 7169 65  9  0 25  0	
 5  0 346536 2438508 255276 1695024    0    0     0  2252 1951 7340 64 10  1 24  0	
 2  1 346536 2438012 255284 1695504    0    0     0  1692 2170 7908 61 10  5 25  0	
 2  1 346536 2438120 255284 1695160    0    0     0  1466 2241 8099 60 10  8 23  0	
 2  1 346536 2437640 255300 1695892    0    0     0  1798 2159 7395 62 10  3 26  0	
 1  1 346536 2437144 255300 1696324    0    0     0  1652 2107 7404 60  9  5 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 346536 2437532 255300 1696076    0    0     0  1756 1912 7081 63  9  0 27  0	
 1  1 346536 2437020 255308 1696512    0    0     0  1206 1977 7056 64  9  4 24  0	
 2  1 346536 2437392 255308 1696144    0    0     0  1318 2013 7866 64 10  2 25  0	
 1  1 346536 2436764 255324 1696884    0    0     0  2026 1972 6746 61  9  5 26  0	
 5  0 346536 2437260 255324 1696324    0    0     0  1044 1884 6727 63 10  1 27  0	
 2  1 346536 2436888 255324 1696924    0    0     0  1718 2217 7880 60 10  5 26  0	
 1  1 346536 2436764 255332 1696744    0    0     0  1458 1967 7345 64 10  2 24  0	
 3  1 346528 2436492 255332 1697304    0    0     0  1064 1958 7202 63  8  3 25  0	
 5  0 346492 2434504 255340 1696932   48    0    48  1584 1955 7079 63  8  4 25  0	
 1  1 346472 2434504 255348 1697420   16    0    16  1190 2069 7632 62  9  4 25  0	
 3  1 346472 2434396 255348 1697012    0    0     0  1660 1987 7386 64 10  2 25  0	
 2  1 346472 2433396 255356 1697616    0    0     0  1678 2227 7269 60  9  4 27  0	
 1  1 346472 2433644 255364 1697392    0    0     0  1238 1985 7354 62  9  3 27  0	
 1  1 346472 2432776 255364 1698004    0    0     0  2374 2175 7895 60 10  7 24  0	
 1  1 346472 2433148 255364 1697696    0    0     0  1340 2089 7661 62  9  4 25  0	
 1  1 346472 2433148 255372 1698236    0    0     0  1780 1889 6980 64  9  0 27  0	
 1  1 346472 2432272 255380 1698816    0    0     0  1622 2059 7276 62  9  4 25  0	
 1  1 346472 2432520 255380 1698432    0    0     0  1254 1936 7328 64  9  3 25  0	
 1  1 346472 2431908 255388 1698904    0    0     0  1854 2128 7680 62  9  3 26  0	
 1  1 346472 2432404 255388 1698724    0    0     0  1192 1906 7211 66  9  0 25  0	
 4  1 346472 2432040 255388 1699316    0    0     0  1756 2010 7345 64  9  2 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0 346472 2431908 255404 1698980    0    0     0  1694 2137 7456 62 10  3 25  0	
 5  0 346468 2431536 255404 1699532    0    0     0  1110 1833 6759 64  9  1 26  0	
 3  1 346436 2429364 255420 1699164   32    0    32  1740 1988 6822 61 10  3 26  0	
 1  1 346416 2429116 255420 1699732   16    0    16  1292 2009 7276 64  9  2 26  0	
 3  1 346416 2429240 255420 1699204    0    0     0  2536 1972 7060 63  9  3 25  0	
 4  0 346416 2428984 255436 1699792    0    0     0  1156 2026 7554 64 10  2 24  0	
 1  1 346416 2429108 255436 1699436    0    0     0  1154 2060 7664 62  9  3 26  0	
 1  1 346416 2428248 255444 1700008    0    0     0  1622 2023 7010 63  9  4 24  0	
 1  1 346416 2428620 255444 1699700    0    0     0  1458 2037 7181 62  9  4 26  0	
 1  1 346416 2428372 255444 1700376    0    0     0  1642 1962 7438 64  9  1 25  0	
 2  1 346416 2427248 255460 1700960    0    0     0  1066 1991 7189 64  9  2 25  0	
 1  1 346416 2427992 255460 1700432    0    0     0  1584 2026 7446 64  9  0 27  0	
 2  1 346416 2427744 255476 1701188    0    0     0  1680 1893 6855 66  9  0 25  0	
 1  1 346416 2428116 255476 1700644    0    0     0  1262 2006 7280 63  8  3 26  0	
 6  0 346416 2427992 255476 1701260    0    0     0  1680 1868 7060 65  9  1 25  0	
 5  0 346416 2427628 255484 1701040    0    0     0  1278 2005 7447 63 10  2 25  0	
 1  1 346408 2427008 255484 1701604   16    0    16  1570 1947 7160 64  9  2 25  0	
 1  1 346380 2425208 255500 1701112   32    0    32  1880 2070 7387 62  9  4 25  0	
 6  0 346360 2424952 255500 1701708    0    0     0  1256 1987 7248 63  9  3 25  0	
 3  1 346360 2424828 255500 1701320    0    0     0  2668 2192 7362 59  9  6 26  0	
 4  1 346360 2424456 255508 1701932    0    0     0  1316 2100 7928 60 10  5 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 346360 2424580 255508 1701560    0    0     0  1300 1979 7552 62  8  5 25  0	
 1  1 346360 2423836 255524 1702180    0    0     0  1762 1999 7275 64  9  2 25  0	
 7  0 346360 2423976 255524 1701948    0    0     0  1264 1961 7015 63  8  5 25  0	
 6  0 346360 2423976 255524 1702372    0    0     0  2216 2062 7621 60  9  5 26  0	
 2  1 346360 2424108 255532 1702180    0    0     0  1362 2106 7688 62 10  4 24  0	
 1  1 346356 2424108 255532 1702604   16    0    16  1090 1948 7153 63  9  1 26  0	
 5  0 346356 2423736 255548 1703336    0    0     0  1614 2031 7021 61  9  5 25  0	
 1  1 346356 2424108 255548 1702948    0    0     0  1140 1998 7465 62  9  4 25  0	
 2  1 346356 2423612 255548 1703488    0    0     0  1856 1916 6574 60  9  3 28  0	
 4  1 346356 2423464 255556 1702988    0    0     0  1208 2156 7532 62  9  4 26  0	
 1  1 346348 2423216 255556 1703744    0    0     0  1106 1975 7307 65  9  2 24  0	
 3  1 346320 2420796 255564 1703368   16    0    16  2032 1948 7176 65 10  0 25  0	
 2  1 346300 2420176 255572 1703944    0    0     0  1148 1854 6846 65  9  0 26  0	
 1  1 346300 2420300 255572 1703568    0    0     0  2124 1871 6922 66  8  0 26  0	
 1  1 346300 2419812 255572 1704168    0    0     0  1534 1943 7192 66 10  0 24  0	
 3  1 346300 2420060 255580 1703608    0    0     0  1218 1969 6971 64  8  1 27  0	
 5  0 346300 2419688 255588 1704360    0    0     0  1618 1883 6971 65 10  0 25  0	
 3  1 346300 2419936 255588 1703908    0    0     0  1214 1916 6967 63  9  3 25  0	
 1  1 346300 2419828 255596 1704376    0    0     0  2134 2032 7038 61  9  2 28  0	
 1  1 346300 2418952 255596 1705000    0    0     0  1264 1979 7503 65  9  3 23  0	
 4  1 346300 2419324 255596 1704652    0    0     0  1420 2199 7929 60  9  4 28  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 346300 2418828 255612 1705228    0    0     0  2100 2064 7001 61  9  4 27  0	
 1  1 346300 2419456 255612 1704980    0    0     0  1260 1913 7217 63  9  1 26  0	
 4  1 346300 2418960 255612 1705444    0    0     0  1796 2058 7717 61  9  3 27  0	
 1  1 346300 2418820 255620 1705076    0    0     0  1682 2085 7484 60 10  7 23  0	
 2  1 346288 2418448 255620 1705792   16    0    16  1228 1969 7223 63  9  4 24  0	
 6  0 346264 2416400 255636 1705264    0    0     0  1654 2052 6731 61  9  4 26  0	
 1  1 346248 2416028 255644 1706008   16    0    16  1124 1966 7342 64  9  3 24  0	
 1  1 346248 2416292 255644 1705468    0    0     0  2098 1982 7413 64  9  1 26  0	
 5  0 346248 2415796 255660 1706200    0    0     0  1492 2075 7423 61  9  3 26  0	
 2  1 346244 2415796 255660 1705836    0    0     0  1034 1881 7192 65  9  1 25  0	
 4  1 346244 2415168 255668 1706308    0    0     0  1704 2103 7361 62 10  3 25  0	
 1  1 346244 2415540 255668 1706140    0    0     0  1122 2019 7261 64  9  3 25  0	
 4  1 346244 2415540 255668 1706652    0    0     0  1826 2061 7306 60  9  5 27  0	
 1  1 346244 2414920 255684 1707196    0    0     0  1514 1900 6759 64 10  0 26  0	
 1  1 346244 2415292 255684 1706652    0    0     0  1344 2091 7507 60  8  5 28  0	
 5  0 346244 2414424 255684 1707396    0    0     0  1760 2050 7115 60  9  6 24  0	
 3  1 346244 2414796 255692 1706884    0    0     0  1332 2146 7547 63 10  4 24  0	
 3  1 346244 2414448 255692 1707472    0    0     0  2064 2025 7108 62  9  3 26  0	
 1  1 346244 2414168 255700 1707080    0    0     0  1306 1990 7191 61  9  3 26  0	
 2  1 346240 2414044 255708 1707660    0    0     0  1348 2075 7442 60  9  6 27  0	
 1  1 346208 2412740 255708 1707300   16    0    16  2068 1990 6951 63  8  4 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 346188 2412376 255708 1707860   16    0    16  1290 2006 7092 61  9  4 26  0	
 6  0 346188 2412384 255716 1707516    0    0     0  2164 1934 6704 60  8  3 28  0	
 3  1 346188 2411880 255724 1708152    0    0     0  1210 1980 6990 62 10  3 25  0	
 5  0 346188 2411260 255724 1708712    0    0     0  1480 1866 6997 66  9  0 26  0	
 1  1 346188 2411632 255732 1708168    0    0     0  1726 2024 6776 60  9  4 26  0	
 1  1 346188 2410920 255732 1708936    0    0     0  1296 2054 7773 62  9  4 25  0	
 1  1 346188 2411292 255732 1708512    0    0     0  1948 1842 6719 63 10  1 27  0	
 1  1 346188 2410640 255748 1708940    0    0     0  1112 2076 7122 60 10  4 27  0	
 1  1 346188 2411260 255748 1708540    0    0     0  1158 2048 7245 59  9  5 27  0	
 3  1 346188 2410632 255756 1709288    0    0     0  1648 2103 7514 62  9  4 25  0	
 1  1 346188 2410880 255756 1708868    0    0     0  1404 1967 7029 60  9  4 28  0	
 1  1 346188 2410524 255756 1709500    0    0     0  1628 2012 7695 65  9  3 24  0	
 3  1 346188 2410500 255772 1709160    0    0     0  1136 2004 7334 63  9  2 26  0	
 2  1 346188 2410004 255772 1709756    0    0     0  1344 2082 7893 63  9  5 24  0	
 1  1 346152 2408080 255780 1709344   16    0    16  1774 2011 7173 63 10  2 25  0	
 5  0 346132 2407956 255780 1709956   16    0    16  1432 1886 6662 64  8  1 26  0	
 6  0 346132 2408328 255780 1709516    0    0     0  1752 1985 7520 63  9  3 26  0	
 5  0 346132 2407848 255796 1710028    0    0     0  1356 2140 7338 59  9  7 25  0	
 1  1 346132 2407352 255796 1710776    0    0     0  1314 2054 7591 64  8  2 26  0	
 6  0 346132 2407228 255812 1710412    0    0     0  2290 2064 7279 61 10  3 27  0	
 3  1 346132 2406732 255812 1710988    0    0     0  1552 1928 7161 64  8  3 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 346132 2406864 255812 1710644    0    0     0  1870 2066 7526 62 10  3 26  0	
 1  1 346132 2406244 255820 1711228    0    0     0  1234 1943 7172 66  9  1 24  0	
 5  0 346132 2406740 255820 1710812    0    0     0  1142 1853 6753 63  9  3 24  0	
 3  1 346132 2406492 255828 1711280    0    0     0  1840 2065 7585 63  9  4 25  0	
 1  1 346132 2406368 255836 1711052    0    0     0  1662 2030 7483 61  9  6 25  0	
 1  1 346132 2406120 255836 1711656    0    0     0  1784 2026 7653 61  9  5 24  0	
 4  0 346132 2405748 255836 1711164    0    0     0  1238 2046 7337 64  9  3 24  0	
 1  1 346132 2405252 255844 1711732    0    0     0  1018 1918 6841 63  9  3 26  0	
 6  1 346096 2403328 255852 1711424   16    0    16  1888 1955 6673 63  9  2 26  0	
 5  0 346076 2403080 255852 1712100   16    0    16  1172 2059 7664 64  9  1 26  0	
 3  1 346076 2403204 255860 1711632    0    0     0  1480 1816 6541 64  9  0 27  0	
 1  1 346068 2403072 255868 1712124    0    0     0  1312 2176 7339 60  9  7 24  0	
 6  0 346068 2402560 255868 1712844    0    0     0  1236 2005 7408 64  9  2 26  0	
 6  0 346068 2402452 255876 1712484    0    0     0  2188 1981 7169 64 10  2 24  0	
 1  1 346068 2402088 255876 1712940    0    0     0  1282 2065 7385 61  9  4 26  0	
 1  1 346068 2402584 255876 1712700    0    0     0  1766 1972 7270 65  9  1 26  0	
 1  1 346068 2401584 255892 1713120    0    0     0  1540 1970 6558 63  9  2 26  0	
 4  1 346068 2401956 255892 1712876    0    0     0  1386 2183 7895 61  8  7 24  0	
 1  1 346068 2401460 255900 1713344    0    0     0  1806 2096 7395 61  9  6 25  0	
 1  1 346068 2401584 255900 1712972    0    0     0  1372 2131 7713 60  9  4 27  0	
 4  1 346052 2401468 255900 1713768    0    0     0  1832 2066 7876 60  9  6 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 346052 2401700 255916 1713376    0    0     0  1552 2012 7190 64 10  1 25  0	
 1  1 346052 2401328 255916 1713936    0    0     0  1126 1819 6916 65  9  0 26  0	
 1  1 346016 2399156 255924 1713488   16    0    16  1708 1914 6991 65 11  0 25  0	
 1  1 345996 2399064 255924 1714132    0    0     0  1238 1927 7204 65 10  0 26  0	
 1  1 345996 2398444 255924 1714716    0    0     0  1696 1941 7031 64  8  2 25  0	
 2  1 345996 2398824 255940 1714328    0    0     0  1562 1952 7105 63 10  2 26  0	
 1  1 345996 2398328 255940 1714928    0    0     0  1264 1943 7548 65  8  2 26  0	
 2  1 345996 2398816 255956 1714576    0    0     0  2202 2089 7525 62 10  4 24  0	
 1  1 345996 2397948 255956 1715212    0    0     0  1176 2051 7533 63  9  3 25  0	
 1  1 345996 2398576 255956 1714796    0    0     0  1578 1890 6865 65  9  0 26  0	
 6  0 345996 2397404 255972 1715396    0    0     0  1558 2201 7578 59 11  5 26  0	
 1  1 345996 2398032 255972 1715044    0    0     0  1184 1972 7677 64  9  2 25  0	
 2  1 345996 2396916 255980 1715656    0    0     0  1650 2092 7323 61  9  3 26  0	
 1  1 345996 2397544 255988 1715140    0    0     0  1256 2035 7562 63  9  1 26  0	
 5  0 345992 2397172 255988 1715920   16    0    16  2108 1982 7386 62  9  3 26  0	
 1  1 345992 2397544 255996 1715524    0    0     0  1310 2031 7320 62 11  2 26  0	
 4  0 345988 2397296 255996 1716160    0    0     0  1324 2062 7898 64  9  1 25  0	
 5  0 345956 2395116 256004 1715792   32    0    32  1728 1918 6926 66 10  0 24  0	
 1  1 345940 2394992 256012 1716220    0    0     0  1618 2006 7217 62  9  3 26  0	
 3  1 345936 2394892 256012 1715904    0    0     0  1760 1958 7250 64  9  3 25  0	
 5  1 345936 2394372 256012 1716588    0    0     0  1152 1907 6956 64  9  2 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 345936 2394248 256020 1716184    0    0     0  1268 1926 7204 63  9  3 25  0	
 1  1 345936 2394000 256028 1716764    0    0     0  2608 1979 7247 63  9  3 25  0	
 5  0 345936 2393644 256028 1717220    0    0     0  1318 2115 7459 61  9  3 27  0	
 5  1 345936 2394016 256036 1716984    0    0     0  1810 2055 7376 62  9  4 25  0	
 4  0 345936 2393272 256036 1717608    0    0     0  1164 1965 7477 64  9  1 25  0	
 1  1 345936 2393768 256036 1717220    0    0     0  1594 1981 7345 62  9  4 26  0	
 1  1 345936 2393140 256052 1717652    0    0     0  1776 2149 6672 59  9  6 26  0	
 1  1 345936 2393512 256052 1717228    0    0     0  1168 2055 7657 63  9  3 25  0	
 1  1 345936 2393272 256052 1717984    0    0     0  1680 1901 7135 65  9  2 25  0	
 4  1 345936 2392900 256060 1717616    0    0     0  1056 1962 7201 65 10  2 24  0	
 1  1 345936 2392776 256060 1718180    0    0     0  1452 1974 7193 62  9  4 25  0	
 1  1 345900 2390728 256076 1717792   32    0    32  1654 1954 7257 65 10  1 25  0	
 1  1 345876 2390604 256076 1718416    0    0     0  1160 2041 7412 61  9  4 26  0	
 4  1 345876 2390232 256076 1717880    0    0     0  2438 2008 7096 60  8  4 28  0	
 2  1 345876 2389604 256084 1718480    0    0     0  1394 2171 7960 62 10  6 23  0	
 5  1 345876 2388984 256084 1719076    0    0     0  1286 2002 7371 60  9  5 26  0	
 1  1 345876 2389860 256100 1718884    0    0     0  1910 2189 7703 60  9  5 26  0	
 5  0 345876 2389116 256100 1719432    0    0     0  1542 2027 7149 61  9  4 26  0	
 2  1 345876 2389628 256100 1719064    0    0     0  1888 2146 7864 60  9  4 27  0	
 2  1 345876 2388736 256116 1719524    0    0     0  1268 2082 7220 63 13  3 22  0	
 1  1 345876 2389116 256116 1719280    0    0     0  1258 2048 7293 61  9  5 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 345876 2388712 256124 1719876    0    0     0  2094 2102 7007 61 10  4 26  0	
 1  1 345876 2388960 256132 1719504    0    0     0  1158 1852 7036 65  9  0 27  0	
 1  1 345876 2388588 256132 1720088    0    0     0  1898 2052 7829 60  9  6 26  0	
 1  1 345876 2388852 256140 1719692    0    0     0  1618 2079 6855 59 10  5 26  0	
 5  0 345876 2388356 256140 1720296    0    0     0  1294 2003 7630 64  9  2 25  0	
 1  1 345840 2386432 256156 1719940   32    0    32  1910 2160 7596 60 10  5 26  0	
 1  1 345820 2386308 256156 1720536   16    0    16  1576 1951 7365 64  9  1 25  0	
 3  1 345820 2386200 256156 1720100    0    0     0  1744 1943 7261 64  9  2 26  0	
 6  1 345820 2385804 256164 1720736    0    0     0  1066 1961 7013 62 10  2 26  0	
 5  0 345820 2386060 256164 1720292    0    0     0  1146 2086 7216 60  9  4 27  0	
 5  0 345820 2385688 256172 1720984    0    0     0  2116 2021 7589 65 11  1 23  0	
 2  1 345820 2384952 256180 1721584    0    0     0  1390 1946 7332 64  8  2 25  0	
 2  1 345820 2385448 256180 1721032    0    0     0  1614 2024 7023 59  9  7 26  0	
 1  1 345820 2384812 256180 1721796    0    0     0  1148 2050 7523 61  8  4 27  0	
 1  1 345820 2385184 256188 1721392    0    0     0  1308 2086 7634 60  8  6 25  0	
 1  1 345820 2384340 256196 1721844    0    0     0  1784 2065 7243 62 10  4 25  0	
 1  1 345820 2384588 256196 1721468    0    0     0  1696 2085 7671 62  9  5 25  0	
 3  1 345820 2384100 256204 1722208    0    0     0  1912 2072 7740 60  9  5 27  0	
 1  1 345820 2384084 256204 1721708    0    0     0  1326 2086 7603 63  9  3 25  0	
 3  1 345808 2381788 256204 1722332    0    0     0  1740 2215 7785 60 10  6 24  0	
 1  1 345784 2381788 256220 1722064   16    0    16  1706 1977 6898 63  9  2 26  0	
