
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 345768 2381416 256220 1722532   16    0    16  1262 1990 7263 65  8  1 26  0	
 4  1 345768 2381540 256220 1722148    0    0     0  2282 2079 7213 58  9  5 28  0	
 1  1 345768 2381292 256228 1722864    0    0     0  1570 2029 7238 61  9  6 25  0	
 6  0 345768 2381556 256228 1722424    0    0     0  1284 1995 7588 65 10  3 23  0	
 1  1 345768 2380556 256244 1722932    0    0     0  1734 2006 6845 62 10  4 24  0	
 5  0 345768 2380060 256244 1723636    0    0     0  1450 1863 6782 64  9  0 27  0	
 1  1 345768 2380712 256244 1723096    0    0     0  1682 1885 7140 66  9  0 25  0	
 5  1 345768 2380192 256252 1723840    0    0     0  1362 2159 7480 60 10  7 24  0	
 1  1 345768 2380564 256252 1723468    0    0     0  1262 2144 7743 59  9  7 24  0	
 5  0 345768 2379944 256268 1723932    0    0     0  1982 2132 7305 59  9  6 26  0	
 7  0 345768 2380200 256268 1723540    0    0     0  1180 2004 7528 60  9  6 25  0	
 1  1 345768 2379704 256268 1724136    0    0     0  1722 2083 7606 59  9  6 25  0	
 2  1 345768 2379920 256276 1723924    0    0     0  1536 2090 7632 62 10  4 24  0	
 1  1 345756 2377748 256276 1724400    0    0     0  1044 1890 7190 64  9  2 26  0	
 1  1 345732 2377136 256292 1723996   16    0    16  2236 2169 7296 60  9  8 23  0	
 1  1 345712 2377136 256292 1724732   32    0    32  2292 2123 7371 62  9  3 26  0	
 2  1 345712 2377400 256292 1724276    0    0     0  3076 2064 7298 61  9  4 26  0	
 1  1 345712 2376888 256300 1724900    0    0     0  2420 2060 7082 64  9  4 24  0	
 1  1 345712 2376516 256300 1725396    0    0     0  5332 2141 6239 61  9  4 27  0	
 5  1 345712 2376764 256316 1724788    0    0     0  6514 2185 6229 61  9  4 27  0	
 6  0 345712 2376392 256316 1725364    0    0     0  1842 2151 7123 60  8  3 29  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 345712 2376392 256316 1725100    0    0     0  2598 2118 7045 60  9  6 25  0	
 5  0 345712 2375996 256332 1725680    0    0     0  2082 2108 7273 63  8  3 26  0	
 1  1 345712 2375872 256332 1725280    0    0     0  2246 1984 6471 61  9  2 28  0	
 6  0 345712 2375376 256332 1725552    0    0     0  5762 2014 5597 64  9  1 26  0	
 1  1 345712 2375128 256340 1726212    0    0     0  5652 2200 6652 63  9  3 26  0	
 1  1 345712 2375384 256348 1725672    0    0     0  2530 2075 7165 60  9  5 26  0	
 1  1 345712 2374764 256356 1726400    0    0     0  1982 1958 6757 64  9  1 26  0	
 5  0 345712 2374888 256364 1725976    0    0     0  2114 2076 7238 61  9  5 26  0	
 1  1 345708 2372344 256364 1726604    0    0     0  2574 2024 7154 65  9  1 25  0	
 1  2 345676 2372592 256372 1726136   16    0    16  3022 1982 6109 66  9  0 25  0	
 1  1 345656 2372592 256380 1726544   16    0    16  7968 2219 6189 60  9  5 27  0	
 2  1 345656 2371600 256388 1727060    0    0     0  6734 2239 6573 64  9  5 22  0	
 2  1 345592 2372948 256388 1726620    0    0     0  1692 2119 7396 63  9  4 25  0	
 6  1 345592 2371584 256396 1727620    0    0     0  3122 2215 8752 62 10  3 24  0	
 3  1 345592 2371832 256396 1727272    0    0     0  2302 2221 8593 62  9  5 24  0	
 1  1 345592 2371724 256396 1727224    0    0     0  2750 2235 8864 62 10  4 24  0	
 1  1 345592 2371228 256412 1727756    0    0     0  2568 2279 8416 62 10  5 23  0	
 3  1 345592 2371228 256412 1727460    0    0     0  5618 2191 7806 63  9  4 24  0	
 2  1 345584 2370236 256420 1728152   16    0    16  6392 2346 7586 62 10  4 25  0	
 3  1 345584 2370608 256420 1727816    0    0     0  5780 2271 7778 61 10  4 25  0	
 2  1 345580 2370112 256420 1728656    0    0     0  6446 2359 7831 62  9  5 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 345580 2370236 256440 1728380    0    0     0  5798 2374 7808 62 10  7 21  0	
 1  1 345552 2367692 256440 1728928   32    0    32  2364 2163 7597 61  9  5 25  0	
 2  1 345528 2367444 256460 1728552    0    0     0  3918 2245 7711 63  9  5 24  0	
 1  1 345528 2366948 256460 1729240    0    0     0  6794 2311 7805 63  9  5 24  0	
 1  1 345528 2367212 256460 1728944    0    0     0  7864 2338 7745 61 10  6 23  0	
 1  1 345528 2367196 256476 1728784    0    0     0  5966 2383 8257 62 11  4 23  0	
 1  1 345524 2366948 256476 1729412    0    0     0  5890 2282 7805 62  9  3 25  0	
 1  1 345524 2365396 256492 1729072    0    0     0  6142 2302 7366 60 11  6 23  0	
 1  1 345524 2365024 256492 1729716    0    0     0  4060 2064 7345 65  9  1 25  0	
 2  2 345524 2365396 256492 1729396    0    0     0  8074 2370 7674 61 10  6 23  0	
 1  2 345524 2364768 256500 1730052    0    0     0  5560 2214 7370 62 10  4 24  0	
 2  1 345524 2364768 256500 1729804    0    0     0  5306 2359 8183 62 10  5 23  0	
 8  0 345524 2364016 256516 1730592    0    0     0  7426 2415 7554 60 11  8 22  0	
 7  0 345524 2364388 256516 1730300    0    0     0  1954 2275 8956 62  9  5 24  0	
 1  1 345488 2364396 256516 1730196   32    0    32  3106 2278 9143 62 10  5 24  0	
 5  1 345468 2361844 256524 1730920    0    0     0  2808 2255 8675 63 10  5 22  0	
 1  1 345468 2361976 256524 1730712    0    0     0  2960 2200 8685 61  9  7 23  0	
 7  0 345468 2361356 256532 1731564    0    0     0  2750 2130 8218 61 10  5 25  0	
 1  1 345468 2361604 256540 1731176    0    0     0  5148 2266 7826 64 10  3 23  0	
 2  1 345468 2361108 256540 1731860    0    0     0  4294 2196 7864 62  9  5 25  0	
 3  2 345468 2361488 256540 1731448    0    0     0  7514 2405 7882 61 11  4 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 345468 2360744 256548 1732356    0    0     0  3896 2220 7412 62  9  4 24  0	
 9  0 345468 2360868 256556 1731912    0    0     0  6212 2293 7342 60 10  6 24  0	
 5  0 345468 2360372 256556 1732308    0    0     0  2650 2200 8654 61 10  4 24  0	
 4  0 345468 2360628 256564 1732308    0    0     0  6246 2267 7479 61 10  5 24  0	
 1  1 345468 2360620 256564 1731960    0    0     0  5746 2358 7894 64  9  3 24  0	
 1  1 345468 2360372 256572 1732832    0    0     0  5682 2223 7932 65  9  5 22  0	
 8  0 345432 2360124 256580 1732456   16    0    16  6484 2383 7543 61 10  6 23  0	
 1  1 345416 2357712 256580 1733076   14    0    14  5682 2229 8048 62  9  4 25  0	
 5  0 345416 2357588 256580 1732936    0    0     0  6154 2354 7781 60 10  7 23  0	
 5  1 345416 2357216 256596 1733496    0    0     0  5688 2307 7615 60 10  6 24  0	
 1  1 345416 2357216 256596 1733348    0    0     0  6220 2340 7999 62 10  5 24  0	
 6  0 345416 2356596 256604 1733852    0    0     0  6228 2285 7302 61 10  4 26  0	
 1  1 345416 2356720 256604 1733572    0    0     0  5684 2323 7932 64 10  7 20  0	
 3  1 345416 2356356 256604 1734228    0    0     0  6188 2202 7405 64  9  2 25  0	
 2  1 345412 2356076 256620 1733988   16    0    16  6582 2394 8428 63 11  5 21  0	
 2  1 345412 2356712 256620 1733860    0    0     0  2392 2146 8756 63 11  6 21  0	
 2  1 345408 2355820 256636 1734508    0    0     0  2862 2291 8211 62 10  5 24  0	
 8  0 345408 2356076 256636 1734312    0    0     0  2438 2274 9038 64  9  5 23  0	
 6  0 345380 2355704 256636 1735008   32    0    32  2900 2196 8514 61  9  4 26  0	
 1  1 345356 2353532 256644 1734644   16    0    16  6686 2368 7565 62 10  6 22  0	
 1  1 345356 2352912 256652 1735452    0    0     0  5794 2324 8137 64 10  4 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 345356 2353160 256660 1735232    0    0     0  2664 2267 8855 62 11  5 22  0	
 1  1 345356 2353160 256660 1735148    0    0     0  2988 2351 9473 62 10  7 21  0	
 3  1 345356 2352680 256660 1735988    0    0     0  2872 2274 8905 62  9  3 26  0	
 1  1 345356 2352680 256676 1735452    0    0     0  6270 2226 7396 63 11  4 23  0	
 4  0 345356 2352432 256676 1736436    0    0     0  1870 2292 9245 62 11  3 25  0	
 3  1 345356 2352432 256684 1736080    0    0     0  2804 2267 8340 61 10  5 24  0	
 1  1 345356 2352184 256692 1735956    0    0     0  2740 2310 8668 61 10  5 24  0	
 1  1 345356 2351688 256692 1736608    0    0     0  2342 2103 8740 64 10  2 24  0	
 6  0 345356 2351812 256692 1736352    0    0     0  2574 2033 7995 66 10  2 23  0	
 1  2 345336 2351192 256700 1737088    0    0     0  2932 1982 7462 68 10  0 22  0	
 4  1 345300 2349144 256708 1736824   16    0    16  2506 2119 8785 66 10  2 22  0	
 3  2 345300 2348648 256708 1737528    0    0     0  6114 2160 7422 66  9  4 21  0	
 1  1 345300 2348408 256716 1737068    0    0     0  3268 2167 7644 64  9  4 23  0	
 2  1 345300 2348144 256716 1737736    0    0     0  5772 2357 7422 62  9  6 22  0	
 3  1 345300 2348020 256716 1737536    0    0     0  5916 2063 6871 64  9  3 24  0	
 4  2 345300 2347524 256732 1738192    0    0     0  2638 2045 8145 65 10  1 24  0	
 7  1 345300 2348020 256732 1737816    0    0     0  4686 2289 7887 61 10  6 24  0	
 1  1 345300 2347896 256732 1737596    0    0     0  6308 2236 7883 61 10  6 23  0	
 1  1 345300 2347276 256740 1738308    0    0     0  3572 2055 7451 66 10  3 22  0	
 2  1 345300 2347400 256740 1737944    0    0     0  6230 2288 8018 62 10  5 24  0	
 1  1 345300 2346904 256756 1738688    0    0     0  6122 2335 7760 63 10  2 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 345300 2347028 256756 1738568    0    0     0  2128 2261 8649 61 10  5 25  0	
 1  1 345276 2346788 256756 1739108   16    0    16  6096 2334 7855 62  9  6 23  0	
 3  1 345252 2344500 256764 1738904   32    0    32  5868 2316 7425 61 10  5 24  0	
 3  1 345248 2344128 256764 1739516    0    0     0  5652 2203 8132 67  9  3 21  0	
 3  1 345248 2344128 256772 1739224    0    0     0  6306 2355 7803 63 10  3 24  0	
 2  1 345248 2343632 256780 1739820    0    0     0  5662 2142 6762 63  9  3 26  0	
 2  1 345244 2343756 256780 1739696    0    0     0  3266 2155 7679 66 10  3 22  0	
 3  1 345244 2343012 256780 1740132    0    0     0  6148 2291 7731 63 10  4 24  0	
 4  1 345240 2343260 256788 1739972   16    0    16  5900 2418 8172 62 10  5 24  0	
 1  1 345240 2342260 256796 1740544    0    0     0  6194 2289 7697 62 10  5 23  0	
 1  1 345240 2342880 256796 1740384    0    0     0  5934 2287 7627 60 10  5 26  0	
 2  1 345240 2343144 256804 1740168    0    0     0  2454 2102 8365 65  9  4 22  0	
 7  0 345240 2342756 256804 1740968    0    0     0  2380 2346 8417 60 11  4 25  0	
 4  0 345240 2342756 256804 1740728    0    0     0  2786 2272 8864 60 10  5 25  0	
 1  1 345212 2341756 256820 1741300   16    0    16  2796 2170 8362 64 10  2 24  0	
 7  0 345184 2340336 256820 1741028   16    0    16  2826 2116 8396 65 10  1 24  0	
 1  1 345184 2339468 256828 1741708    0    0     0  6230 2187 7735 63  9  3 25  0	
 2  1 345184 2339840 256828 1741428    0    0     0  5806 2290 7706 63 11  2 25  0	
 1  1 345184 2339832 256828 1741136    0    0     0  2962 2265 8611 61 10  5 24  0	
 6  1 345184 2339088 256844 1742116    0    0     0  2214 2375 9200 63 10  5 21  0	
 7  1 345184 2339336 256844 1741740    0    0     0  2742 2148 8629 63 10  6 22  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0 345184 2338600 256844 1742656    0    0     0  2520 2110 8705 65 10  3 23  0	
 1  1 345184 2338848 256852 1742452    0    0     0  2546 2311 9152 63 11  3 24  0	
 9  0 345184 2339220 256852 1742000    0    0     0  6770 2289 7715 63  9  3 25  0	
 3  1 345184 2338228 256868 1742824    0    0     0  2416 2273 8685 62 10  4 24  0	
 1  1 345184 2338724 256868 1742592    0    0     0  2932 2218 8671 64 10  4 22  0	
 7  0 345152 2337980 256868 1743480   16    0    16  2268 2219 8650 63  9  5 23  0	
 4  1 345128 2335800 256876 1743256    0    0     0  3348 2275 8409 63 10  3 25  0	
 2  1 345128 2335180 256884 1743880    0    0     0  2212 2213 8768 64 10  2 24  0	
 9  0 345128 2335312 256884 1743688    0    0     0  6144 2252 7316 60 10  4 26  0	
 2  1 345128 2334816 256892 1744180    0    0     0  5670 2093 7401 64  9  3 24  0	
 1  1 345128 2335312 256892 1743916    0    0     0  3042 2134 8091 66 10  2 22  0	
 2  1 345128 2334932 256900 1743624    0    0     0  5842 2271 7455 60 11  4 25  0	
 1  1 345120 2334692 256908 1744216    0    0     0  6448 2194 7541 60  9  4 27  0	
 5  1 345120 2334692 256908 1744228    0    0     0  2566 2324 9127 62 10  5 23  0	
 9  0 345120 2334196 256908 1744828    0    0     0  2256 2266 8739 62 10  7 22  0	
 4  1 345120 2334444 256924 1744740    0    0     0  2738 2245 8816 61 10  6 23  0	
 2  1 345120 2334196 256924 1744504    0    0     0  2730 2261 8686 63 10  6 22  0	
 8  0 345120 2333824 256924 1745284    0    0     0  2460 2164 8371 61  9  4 25  0	
 1  1 345084 2333584 256940 1744936   16    0    16  6890 2318 7926 62 10  3 25  0	
 1  2 345068 2331536 256940 1745616    0    0     0  2560 2231 8955 64  9  4 23  0	
 1  1 345068 2331288 256940 1745388    0    0     0  2932 2230 8782 61 11  6 22  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 345068 2330668 256956 1746160    0    0     0  2420 2208 9146 64 10  2 24  0	
10  0 345068 2330668 256956 1745960    0    0     0  2576 2132 8422 63  9  4 24  0	
 1  1 345068 2330792 256964 1745756    0    0     0  2752 2112 8718 65 11  1 23  0	
 1  2 345064 2330412 256964 1746540   16    0    16  6070 2449 8071 61 10  6 22  0	
 2  1 345064 2330412 256964 1746292    0    0     0  2780 2202 8599 62  9  4 25  0	
 8  0 345064 2329924 256980 1747088    0    0     0  2498 2321 9032 63 10  4 24  0	
 5  1 345064 2330180 256980 1746864    0    0     0  2894 2270 8789 61 11  4 25  0	
 2  1 345064 2329800 256988 1746612    0    0     0  3100 2299 8621 61 11  4 24  0	
 1  1 345056 2329304 256988 1747400    0    0     0  2566 2168 8564 64  9  4 23  0	
 3  1 345028 2329428 256988 1746828   16    0    16  6318 2271 7139 63 10  5 23  0	
 1  1 345012 2327380 257004 1747684    0    0     0  5794 2227 7214 61 10  4 25  0	
 1  1 345012 2327008 257004 1747312    0    0     0  6016 2220 7767 62  9  3 26  0	
 5  1 345012 2326504 257004 1747904    0    0     0  5572 2306 7603 60 10  4 26  0	
 6  1 345012 2326876 257012 1747668    0    0     0  6214 2292 7746 61 10  6 24  0	
 1  1 345012 2326628 257012 1748260    0    0     0  6084 2310 7721 61  9  5 25  0	
 6  0 345012 2326132 257020 1748016    0    0     0  5744 2245 7591 64 10  3 24  0	
 1  1 345012 2325760 257028 1748848    0    0     0  5734 2344 8280 62 10  5 22  0	
 4  1 345012 2325892 257028 1748424    0    0     0  6178 2375 8107 61 11  4 23  0	
 1  1 345012 2325272 257028 1749260    0    0     0  6118 2357 7916 61 10  3 26  0	
 7  1 345008 2325652 257036 1748880    0    0     0  3368 2177 8302 63 10  4 24  0	
 1  1 345008 2325528 257044 1748584    0    0     0  2386 2273 8861 62 11  5 22  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 344988 2325032 257044 1749404   16    0    16  2454 2179 8500 63 10  5 23  0	
 4  0 344960 2322860 257052 1749180   16    0    16  2922 2137 7940 64  9  4 23  0	
 2  1 344956 2322612 257052 1749980    0    0     0  2320 2203 8110 61  9  4 27  0	
 3  1 344956 2322860 257060 1749644    0    0     0  6160 2225 7312 61  9  6 25  0	
 3  1 344956 2321976 257068 1750344    0    0     0  5528 2301 7999 61 10  6 22  0	
 3  1 344956 2322348 257068 1750072    0    0     0  7000 2391 8270 62  9  4 25  0	
 2  1 344956 2321356 257084 1750644    0    0     0  2468 2129 8125 63 10  3 24  0	
 1  3 344956 2321852 257084 1750572    0    0     0  2654 2260 9045 62 10  3 25  0	
 2  1 344956 2322000 257084 1750328    0    0     0  2834 2252 8941 61 10  5 24  0	
 9  1 344956 2321372 257092 1751012    0    0     0  1710 2201 8637 62 10  5 23  0	
 8  1 344956 2321744 257092 1750720    0    0     0  3242 2056 7417 68  9  0 23  0	
 9  1 344956 2320628 257100 1751460    0    0     0  5702 2349 7973 61 10  4 25  0	
 9  0 344956 2320876 257116 1751308    0    0     0  2382 2208 8523 62  9  4 25  0	
 8  0 344920 2320256 257116 1751864   16    0    16  3540 2048 7000 64  9  2 25  0	
 6  0 344896 2318308 257124 1751556   32    0    32  2194 2130 8385 64 10  4 22  0	
 9  0 344896 2318432 257132 1751328    0    0     0  6054 2287 7782 62  9  5 24  0	
 1  2 344896 2318060 257132 1752016    0    0     0  5728 2236 7338 61  9  4 25  0	
 9  2 344896 2318184 257132 1751692    0    0     0  6418 2302 8303 63 10  5 23  0	
 2  2 344896 2317604 257140 1752544    0    0     0  3220 2342 9021 62 11  3 25  0	
 2  1 344896 2317696 257148 1752352    0    0     0  2310 2255 8895 62  9  3 26  0	
 1  2 344896 2317200 257148 1752952    0    0     0  2334 2201 8902 63 10  4 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1 344896 2317200 257156 1752728    0    0     0  2694 2071 8398 67 10  1 22  0	
 5  1 344896 2317448 257156 1752568    0    0     0  2778 2071 8754 67  9  1 23  0	
 5  1 344896 2317200 257156 1753288    0    0     0  6170 2263 7737 61  9  4 26  0	
 1  1 344896 2316960 257172 1752804    0    0     0  5728 2239 7519 63 10  3 25  0	
 9  0 344880 2316712 257172 1753632   16    0    16  5610 2186 7330 63  9  3 25  0	
 4  1 344848 2314160 257188 1753136   32    0    32  6316 2400 7961 62 11  5 22  0	
 2  1 344844 2314036 257188 1754044    0    0     0  5894 2381 8121 61 10  5 24  0	
 7  1 344844 2313920 257188 1753784    0    0     0  6132 2347 7908 61 11  5 24  0	
 7  0 344844 2313532 257196 1754460    0    0     0  5676 2230 7762 61 11  6 23  0	
 1  1 344844 2313656 257196 1754020    0    0     0  3154 2189 7346 60  9  7 24  0	
 1  1 344844 2312788 257212 1754744    0    0     0  3008 2217 7447 61  9  3 27  0	
 1  2 344844 2313292 257212 1754316    0    0     0  8392 2270 8121 61 10  5 24  0	
 4  1 344844 2312416 257212 1754972    0    0     0  5544 2199 7514 62  9  3 26  0	
 7  1 344844 2313036 257220 1754828    0    0     0  3888 2296 8100 62 10  3 26  0	
 6  0 344844 2313036 257220 1754664    0    0     0  6250 2273 8104 62  9  6 23  0	
 8  1 344844 2312416 257236 1755428    0    0     0  2908 2373 8694 62 11  3 25  0	
 5  0 344844 2312540 257236 1755036    0    0     0  5802 2236 7730 62  9  4 25  0	
 4  1 344812 2311408 257236 1755820   16    0    16  3080 2136 8003 63 10  3 24  0	
 7  1 344788 2309880 257244 1755428   16    0    16  2368 2053 8399 67 10  1 22  0	
 1  1 344788 2309540 257244 1756308    0    0     0  2300 2186 8683 64 10  4 22  0	
 1  1 344788 2309648 257252 1755956    0    0     0  2808 2207 8191 60 11  6 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  1 344788 2309524 257260 1755668    0    0     0  2650 2339 9017 62 10  5 23  0	
 4  1 344788 2308764 257260 1756528    0    0     0  5918 2248 7095 61  8  7 24  0	
 1  1 344788 2309276 257260 1756152    0    0     0  5964 2332 7812 62 10  5 23  0	
 3  1 344788 2308656 257268 1756812    0    0     0  2070 2267 8852 61 10  5 24  0	
 1  2 344788 2308656 257276 1756736    0    0     0  2864 2223 8263 60 10  4 25  0	
 7  0 344788 2308532 257276 1757440    0    0     0  1860 2252 8649 62  9  4 25  0	
 7  2 344788 2308284 257284 1757040    0    0     0  3016 2205 8421 61 10  4 25  0	
 1  1 344788 2307516 257284 1757940    0    0     0  2370 2342 8970 62 10  3 25  0	
 2  1 344788 2308012 257284 1757420    0    0     0  5976 2092 6620 64  9  3 24  0	
 1  2 344756 2307888 257300 1757244   16    0    16  3362 2320 8070 62 10  6 23  0	
 1  2 344736 2305600 257300 1758104    0    0     0  2650 2312 9081 62 10  6 23  0	
 9  2 344736 2305460 257308 1757752    0    0     0  6316 2361 7943 61  9  8 22  0	
 1  1 344736 2305096 257308 1758552    0    0     0  6372 2347 7845 62 10  4 24  0	
 1  2 344736 2304972 257308 1758264    0    0     0  2586 2272 8766 61 10  3 25  0	
 1  1 344736 2304104 257324 1759056    0    0     0  2656 2322 8839 61 11  5 24  0	
 3  1 344736 2304724 257324 1758676    0    0     0  2280 2078 8600 63 10  2 25  0	
 5  2 344736 2303460 257332 1758512    0    0     0  3140 2226 8597 62 10  3 25  0	
 2  1 344736 2304360 257332 1758992    0    0     0  6050 2292 7163 59 10  7 24  0	
 5  1 344736 2304220 257332 1758756    0    0     0  5980 2244 7826 61 10  5 25  0	
 1  1 344736 2303608 257348 1759664    0    0     0  2204 2206 8506 63 10  5 22  0	
 1  1 344736 2303848 257348 1759372    0    0     0  2660 2278 8558 61  9  7 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  3 344700 2302584 257356 1759992   32    0    32  2842 2169 8503 63 11  2 24  0	
 1  1 344680 2301312 257356 1759700   16    0    16  5704 2321 7786 65 10  4 22  0	
 4  1 344680 2300816 257356 1760316    0    0     0  5692 2205 7031 60  9  6 24  0	
 7  0 344680 2300824 257372 1760168    0    0     0  6008 2232 7281 60 10  7 23  0	
 1  1 344680 2300328 257372 1760792    0    0     0  5624 2235 7534 60 10  3 27  0	
 5  1 344676 2299196 257372 1760452    0    0     0  6740 2340 7203 61  9  7 23  0	
 1  1 344676 2299848 257380 1760980    0    0     0  2298 2106 7521 63 10  3 24  0	
 2  1 344676 2300220 257388 1760720    0    0     0  3752 2158 7429 62  9  3 26  0	
 1  1 344676 2299352 257396 1761408    0    0     0  7738 2317 7332 62 10  4 23  0	
 4  1 344676 2299972 257396 1761108    0    0     0  6600 2397 8261 62 10  5 24  0	
 4  1 344676 2299700 257396 1760924    0    0     0  2922 2241 8484 61 10  4 26  0	
 1  1 344676 2299584 257412 1761732    0    0     0  2248 2232 8602 62 10  4 25  0	
 1  2 344676 2299336 257412 1761308    0    0     0  2784 2204 8572 63  9  3 25  0	
 7  1 344640 2298964 257412 1762108   16    0    16  2804 2288 8738 61 11  6 22  0	
 6  0 344624 2297288 257420 1761820   16    0    16  2212 1969 7953 67  8  1 23  0	
 8  2 344624 2295016 257420 1762460    0    0     0  6174 2117 7090 65  9  2 24  0	
 1  1 344616 2296644 257444 1762176    0    0     0  5816 2376 7942 62 11  5 23  0	
 2  2 344616 2296040 257452 1762864    0    0     0  5624 2214 7742 61  9  6 24  0	
 5  2 344616 2296040 257452 1762608    0    0     0  4740 2289 7929 62 11  5 23  0	
 8  1 344616 2296296 257460 1762384    0    0     0  6442 2225 7420 64  9  3 24  0	
 5  2 344616 2294528 257468 1763076    0    0     0  6052 2184 7668 64 10  4 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 344616 2295784 257468 1762744    0    0     0  3598 2192 7819 63 10  4 24  0	
 1  1 344616 2295164 257468 1763528    0    0     0  2194 2238 9336 62 11  3 24  0	
 1  1 344616 2295404 257484 1763224    0    0     0  6130 2337 7646 62 10  6 23  0	
 1  1 344616 2295032 257484 1763788    0    0     0  6312 2212 7649 63  9  3 24  0	
10  1 344616 2293776 257492 1763564    0    0     0  2940 2292 8860 62 10  3 25  0	
 8  0 344580 2294032 257492 1764308   16    0    16  2308 1944 7748 68  9  1 22  0	
 3  2 344560 2292480 257492 1764096   16    0    16  2934 2156 8870 64 11  2 23  0	
 1  1 344560 2292108 257508 1763932    0    0     0  2800 2244 8528 62 11  2 25  0	
 8  0 344560 2291736 257508 1764440    0    0     0  5946 2252 7463 61 10  4 26  0	
 2  1 344560 2291712 257516 1764284    0    0     0  6164 2324 8050 62 11  5 23  0	
 5  1 344560 2291604 257516 1765144    0    0     0  2464 2231 8504 61 10  5 24  0	
 1  1 344560 2291604 257516 1764760    0    0     0  2844 2203 8867 65 10  4 21  0	
 5  1 344560 2290620 257532 1765684    0    0     0  2826 2275 9163 64 11  4 21  0	
 2  1 344560 2291240 257532 1765316    0    0     0  2228 2177 8450 62 10  3 25  0	
 1  2 344560 2290852 257540 1765144    0    0     0  2682 2294 8768 62 10  5 24  0	
 1  1 344560 2290868 257548 1765912    0    0     0  6012 2325 7917 63  9  4 24  0	
 1  2 344560 2290744 257548 1765532    0    0     0  2722 2267 8830 61  9  5 24  0	
 4  1 344524 2287944 257556 1766436   16    0    16  2082 2221 8569 63 11  5 22  0	
 1  2 344508 2288316 257564 1766060   16    0    16  2958 2181 8599 64  9  2 25  0	
 4  2 344508 2285936 257568 1765864    0    0     0  2906 2173 8451 64 10  3 24  0	
 1  1 344508 2287960 257572 1766540    0    0     0  6018 2306 7951 61 10  3 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 344508 2287712 257572 1766160    0    0     0  6074 2319 7850 62  9  5 23  0	
 1  1 344508 2287116 257588 1767056    0    0     0  2336 2131 8424 65 10  4 21  0	
 2  1 344508 2287372 257588 1766640    0    0     0  2756 2068 8316 66 10  2 22  0	
 9  2 344508 2286356 257588 1767528    0    0     0  2792 2223 8680 61 11  3 26  0	
 9  1 344508 2286876 257596 1767344    0    0     0  2440 2234 8878 61 10  4 24  0	
 1  1 344508 2286860 257596 1767100    0    0     0  2788 2299 9254 62 10  4 25  0	
 1  1 344504 2286240 257604 1767872    0    0     0  5658 2369 8063 61 10  4 25  0	
 1  1 344504 2286504 257612 1767528    0    0     0  6866 2314 7906 63 10  4 24  0	
 2  1 344476 2285380 257612 1768352   16    0    16  3016 2124 8753 65 10  3 22  0	
 4  1 344452 2283944 257612 1768136   32    0    32  2592 2186 8784 62 10  4 24  0	
 1  1 344452 2283572 257620 1768864    0    0     0  2036 2174 8538 61 10  4 26  0	
 7  0 344452 2283456 257628 1768584    0    0     0  6070 2364 7817 62 10  5 23  0	
 3  1 344452 2282836 257628 1769240    0    0     0  5636 2221 7782 62  9  5 25  0	
 3  1 344452 2282556 257636 1768952    0    0     0  5924 2368 8070 61 10  5 23  0	
