
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1 341632 2086496 366808 1813832    0    0     0  1398 2596 3630 92  8  0  0  0	
 2  1 341632 2086496 366808 1813904    0    0     0  1080 2541 3636 90 10  0  0  0	
 2  1 341632 2086380 366808 1813996    0    0     0  1380 2548 3616 91  9  0  0  0	
 5  0 341632 2086380 366808 1814072    0    0     0  1024 2613 3667 92  8  0  0  0	
 2  1 341632 2086256 366812 1814156    0    0     0  1120 2646 3874 91  9  0  0  0	
 2  1 341632 2086132 366812 1814228    0    0     0  1418 2644 3779 92  8  0  0  0	
 3  1 341632 2086108 366812 1814296    0    0     0  1118 2597 3829 92  8  0  0  0	
 2  1 341632 2086132 366820 1814404    0    0     0  1270 2464 3949 91  9  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 341632 2086008 366820 1814484    0    0     0  1616 2462 3787 92  8  0  0  0	
 2  1 341632 2085620 366820 1814576    0    0     0  1262 2449 3925 91  9  0  0  0	
 2  1 341632 2085620 366820 1814660    0    0     0  1604 2466 3918 91  9  0  0  0	
 2  1 341632 2085844 366824 1814740    0    0     0  1266 2451 3903 90  9  0  1  0	
 2  1 341632 2085744 366824 1814844    0    0     0  1174 2431 3696 93  7  0  0  0	
 2  1 341632 2085760 366824 1814924    0    0     0  1580 2469 3835 91  9  0  0  0	
 2  1 341632 2085520 366828 1815020    0    0     0  1232 2451 3843 92  8  0  0  0	
 2  1 341632 2085396 366828 1815100    0    0     0  1226 2443 3823 92  8  0  0  0	
 2  1 341632 2085116 366832 1815180    0    0     0  1568 2466 3863 90  9  0  1  0	
 4  1 341612 2085016 366832 1815268   16    0    16  1278 2452 3900 92  8  0  0  0	
 5  1 341596 2082968 366832 1815380    0    0     0  1302 2468 4029 91  9  0  0  0	
 2  1 341580 2082704 366840 1815448   16    0    16  1234 2445 3786 90 10  0  0  0	
 2  1 341580 2082704 366840 1815548    0    0     0  1606 2470 3913 91  9  0  0  0	
 3  1 341580 2082688 366840 1815628    0    0     0  1234 2445 3845 92  8  0  0  0	
 2  1 341580 2082572 366840 1815732    0    0     0  1226 2443 3792 92  8  0  0  0	
 2  1 341580 2082448 366848 1815808    0    0     0  1216 2434 3746 91  9  0  0  0	
 2  1 341580 2082348 366852 1815904    0    0     0  1502 2451 3658 92  9  0  0  0	
 2  1 341580 2082224 366852 1815976    0    0     0  1196 2431 3739 92  8  0  0  0	
 3  1 341580 2082068 366852 1816060    0    0     0  1264 2459 3878 91  9  0  0  0	
 2  1 341580 2081992 366852 1816160    0    0     0  1224 2443 3855 91  9  0  0  0	
 3  1 341580 2081992 366852 1816244    0    0     0  1588 2471 3909 91  9  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 341580 2081976 366852 1816344    0    0     0  1152 2427 3650 92  8  0  0  0	
 2  1 341580 2081852 366852 1816424    0    0     0  1226 2443 3828 91  9  0  0  0	
 3  1 341580 2081572 366852 1816508    0    0     0  1296 2480 4025 91  9  0  0  0	
 4  1 341580 2081588 366852 1816608    0    0     0  1524 2452 3733 92  8  0  0  0	
 2  1 341580 2081464 366852 1816692    0    0     0  1254 2457 3904 91  9  0  0  0	
 4  1 341580 2081480 366852 1816796    0    0     0  1234 2461 3869 91  9  0  0  0	
 5  1 341580 2081356 366852 1816872    0    0     0  1186 2432 3715 92  8  0  0  0	
 2  1 341580 2081232 366856 1816956    0    0     0  1560 2477 3831 92  8  0  0  0	
 2  1 341580 2081224 366856 1817048    0    0     0  1088 2610 3757 93  7  0  0  0	
 5  0 341580 2081224 366856 1817116    0    0     0  1108 2611 3685 92  8  0  0  0	
 2  1 341580 2080720 366860 1817204    0    0     0  1394 2594 3658 90 10  0  0  0	
 2  1 341580 2080728 366860 1817272    0    0     0  1078 2531 3627 92  8  0  0  0	
 2  1 341580 2080860 366864 1817336    0    0     0  1074 2540 3561 92  8  0  0  0	
 2  1 341576 2080728 366864 1817432    0    0     0  1396 2610 3707 92  8  0  0  0	
 2  1 341548 2078556 366864 1817472   16    0    16  1120 2585 3760 92  8  0  0  0	
 2  1 341544 2078432 366868 1817592    0    0     0  1110 2551 3679 91  9  0  0  0	
 2  1 341524 2078308 366868 1817664    0    0     0  1042 2560 3542 92  8  0  0  0	
 3  1 341524 2078308 366868 1817728    0    0     0  1052 2584 3714 91 10  0  0  0	
 5  0 341524 2078184 366868 1817816    0    0     0  1374 2587 3550 92  8  0  0  0	
 2  1 341524 2078184 366868 1817888    0    0     0  1094 2623 3740 92  9  0  0  0	
 2  1 341524 2078060 366868 1817972    0    0     0  1068 2625 3727 92  9  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 341524 2078060 366872 1818040    0    0     0  1062 2616 3708 92  8  0  0  0	
 2  1 341524 2077680 366872 1818116    0    0     0  1072 2614 3755 91  9  0  0  0	
 2  1 341524 2077688 366872 1818208    0    0     0  1558 2628 4076 92  9  0  0  0	
 2  1 341524 2077564 366876 1818288    0    0     0  1314 2651 4195 91  9  0  0  0	
 2  1 341524 2077572 366876 1818388    0    0     0  1176 2602 3999 91  9  0  0  0	
 2  1 341524 2077572 366876 1818464    0    0     0  1210 2608 4077 92  8  0  0  0	
 2  1 341524 2077456 366880 1818544    0    0     0  1182 2591 3911 92  9  0  0  0	
 2  1 341524 2077448 366880 1818644    0    0     0  1560 2639 4093 91 10  0  0  0	
 2  1 341524 2077464 366880 1818724    0    0     0  1222 2649 4042 91  9  0  0  0	
 2  1 341524 2077324 366880 1818820    0    0     0  1190 2607 4016 91  9  0  0  0	
 2  2 341524 2077324 366880 1818896    0    0     0  1190 2599 3993 92  8  0  0  0	
 2  1 341524 2076820 366880 1818980    0    0     0  1160 2650 4081 92  8  0  0  0	
 2  1 341524 2076696 366880 1819080    0    0     0  1528 2615 4000 92  8  0  0  0	
 2  1 341524 2076696 366880 1819156    0    0     0  1176 2608 4019 92  8  0  0  0	
 2  1 341524 2076572 366880 1819248    0    0     0  1298 2667 4353 92  8  0  0  0	
 2  1 341524 2076448 366880 1819328    0    0     0  1244 2636 4159 92  8  0  0  0	
 2  1 341524 2076572 366880 1819416    0    0     0  1250 2627 4143 90 10  0  0  0	
 3  1 341524 2076572 366880 1819516    0    0     0  1528 2635 4003 92  8  0  0  0	
 2  1 341524 2076580 366880 1819588    0    0     0  1092 2531 3551 91  9  0  0  0	
 5  0 341496 2074004 366884 1819684   16    0    16  1116 2550 3696 90 10  0  0  0	
 2  1 341488 2074004 366884 1819752    0    0     0  1140 2626 3821 92  8  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 341472 2074004 366884 1819828   16    0    16  1358 2538 3417 91  9  0  0  0	
 2  1 341472 2073872 366884 1819900    0    0     0  1016 2588 3563 92  8  0  0  0	
 2  1 341472 2073872 366884 1819968    0    0     0  1080 2627 3786 91  9  0  0  0	
 2  1 341472 2073648 366900 1820060    0    0     0  1084 2625 3738 91  9  0  0  0	
 3  1 341472 2073648 366900 1820136    0    0     0  1378 2567 3614 92  9  0  0  0	
 5  0 341472 2073384 366900 1820208    0    0     0  1132 2566 3812 90 10  0  0  0	
 2  1 341472 2073400 366900 1820296    0    0     0  1032 2526 3480 91  9  0  0  0	
 4  1 341472 2073284 366900 1820368    0    0     0  1086 2572 3769 92  8  0  0  0	
 2  1 341472 2073516 366904 1820456    0    0     0  1416 2597 3705 91  9  0  0  0	
 3  1 341472 2073516 366904 1820524    0    0     0  1060 2529 3561 91  9  0  0  0	
 2  1 341468 2072888 366904 1820592    0    0     0  1102 2584 3735 91  9  0  0  0	
 6  0 341468 2072896 366904 1820688    0    0     0  1060 2551 3658 92  8  0  0  0	
 2  1 341468 2072896 366904 1820760    0    0     0  1444 2547 3539 92  8  0  0  0	
 2  1 341468 2072904 366912 1820840    0    0     0  1124 2570 3834 91  9  0  0  0	
 2  1 341468 2072780 366912 1820920    0    0     0  1090 2644 3790 92  8  0  0  0	
 2  1 341468 2072516 366912 1820988    0    0     0  1084 2611 3737 92  9  0  0  0	
 2  1 341468 2072532 366912 1821076    0    0     0  1038 2518 3537 92  8  0  0  0	
 2  1 341468 2072532 366916 1821148    0    0     0  1438 2637 3799 92  9  0  0  0	
 4  0 341468 2072392 366924 1821232    0    0     0  1068 2584 3723 91  9  0  0  0	
 2  1 341468 2072392 366924 1821312    0    0     0  1102 2636 3806 92  8  0  0  0	
 2  1 341468 2072128 366924 1821388    0    0     0  1170 2636 4021 92  8  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1 341468 2072020 366924 1821484    0    0     0  1182 2424 3669 93  8  0  0  0	
 2  1 341468 2072020 366924 1821568    0    0     0  1606 2485 3985 92  8  0  0  0	
 2  1 341468 2071912 366928 1821664    0    0     0  1276 2460 3980 91  9  0  0  0	
 4  1 341468 2071912 366928 1821744    0    0     0  1254 2448 3867 91  9  0  0  0	
 2  1 341444 2071524 366928 1821816   16    0    16  1284 2460 3943 90 10  0  0  0	
 2  1 341432 2069492 366928 1821940    0    0     0  1256 2445 3852 91 10  0  0  0	
 4  1 341412 2069492 366928 1822000   16    0    16  1658 2473 3823 91  9  0  0  0	
 2  1 341412 2069236 366928 1822112    0    0     0  1204 2446 3809 91  9  0  0  0	
 2  1 341412 2069236 366928 1822192    0    0     0  1216 2441 3781 92  8  0  0  0	
 2  1 341412 2069096 366928 1822276    0    0     0  1274 2464 3946 91  9  0  0  0	
 2  1 341412 2069112 366928 1822376    0    0     0  1562 2464 3818 92  8  0  0  0	
 4  1 341412 2068988 366928 1822460    0    0     0  1242 2450 3852 91  9  0  0  0	
 2  1 341412 2068980 366932 1822556    0    0     0  1282 2462 3990 91  9  0  0  0	
 3  1 341412 2068856 366932 1822640    0    0     0  1544 2458 3782 93  8  0  0  0	
 3  1 341412 2068724 366932 1822724    0    0     0  1290 2468 4044 91  9  0  0  0	
 2  1 341412 2068608 366936 1822828    0    0     0  1270 2459 3902 92  8  0  0  0	
 2  1 341412 2068616 366936 1822908    0    0     0  1242 2453 3871 91  8  0  0  0	
 3  1 341412 2068112 366940 1823004    0    0     0  1544 2457 3774 91 10  0  0  0	
 2  1 341412 2068112 366940 1823088    0    0     0  1190 2427 3707 91  9  0  0  0	
 2  1 341412 2068344 366940 1823164    0    0     0  1206 2439 3787 91 10  0  0  0	
 4  1 341412 2068236 366940 1823256    0    0     0  1160 2425 3645 91  9  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  1 341412 2068236 366940 1823332    0    0     0  1578 2451 3724 92  8  0  0  0	
 2  1 341412 2068004 366944 1823440    0    0     0  1176 2436 3724 92  8  0  0  0	
 2  1 341412 2068020 366944 1823512    0    0     0  1242 2449 3859 92  8  0  0  0	
 2  1 341412 2067996 366948 1823588    0    0     0  1232 2444 3743 91  9  0  0  0	
 2  1 341412 2067880 366956 1823696    0    0     0  1618 2484 3948 92  8  0  0  0	
 2  1 341412 2067888 366956 1823780    0    0     0  1304 2473 4024 91  9  0  0  0	
 3  1 341412 2067500 366956 1823884    0    0     0  1234 2455 3874 91  9  0  0  0	
 4  1 341412 2067500 366964 1823960    0    0     0  1178 2425 3624 92  8  0  0  0	
 2  1 341384 2065040 366964 1824012   16    0    16  1484 2442 3612 91  9  0  0  0	
 3  1 341376 2065080 366964 1824132    0    0     0  1272 2455 3946 92  8  0  0  0	
 2  1 341360 2065080 366964 1824268    0    0     0  1316 2467 4030 91  9  0  0  0	
 2  1 341360 2065220 366968 1824356    0    0     0  1208 2447 3806 91  9  0  0  0	
 3  1 341360 2065220 366968 1824440    0    0     0  1210 2433 3755 92  8  0  0  0	
 2  1 341360 2064684 366972 1824528    0    0     0  1588 2477 3932 91  9  0  0  0	
 5  1 341360 2064708 366972 1824624    0    0     0  1254 2459 3890 91  9  0  0  0	
 2  1 341360 2064732 366972 1824704    0    0     0  1216 2430 3681 92  8  0  0  0	
 3  1 341360 2064600 366976 1824804    0    0     0  1262 2461 3872 91  9  0  0  0	
 3  1 341360 2064608 366976 1824888    0    0     0  1270 2453 3920 92  8  0  0  0	
 5  1 341360 2064724 366976 1824984    0    0     0  1536 2458 3797 91  9  0  0  0	
 2  2 341360 2064476 366976 1825064    0    0     0  1198 2424 3684 92  8  0  0  0	
 3  1 341360 2064500 366976 1825140    0    0     0  1168 2417 3577 92  9  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2 341360 2064228 366976 1825240    0    0     0  1226 2444 3859 91  9  0  0  0	
 2  2 341360 2064228 366976 1825320    0    0     0  1536 2470 3849 91  9  0  0  0	
 2  1 341360 2063732 366976 1825420    0    0     0  1232 2451 3855 91  9  0  0  0	
 2  1 341360 2063732 366976 1825504    0    0     0  1246 2452 3889 91  9  0  0  0	
 2  2 341360 2063748 366976 1825588    0    0     0  1268 2450 3892 92  8  0  0  0	
 2  1 341360 2063576 366980 1825672    0    0     0  1470 2602 3818 92  8  0  0  0	
 6  0 341360 2063452 366980 1825748    0    0     0  1150 2672 3996 92  8  0  0  0	
 2  1 341360 2063452 366984 1825840    0    0     0  1010 2585 3505 92  9  0  0  0	
 3  1 341360 2063328 366984 1825912    0    0     0  1380 2621 3622 92  8  0  0  0	
 2  1 341360 2063236 366984 1825980    0    0     0  1110 2621 3739 92  8  0  0  0	
 2  1 341360 2063096 366992 1826060    0    0     0  1070 2556 3582 91  9  0  0  0	
 3  1 341360 2063096 366992 1826128    0    0     0  1060 2616 3688 91  9  0  0  0	
 2  1 341344 2062964 366992 1826224   16    0    16  1416 2584 3698 91  9  0  0  0	
 2  1 341324 2060800 366992 1826296    0    0     0  1084 2547 3628 91  9  0  0  0	
 2  1 341320 2060808 366992 1826368   16    0    16  1054 2592 3624 92  9  0  0  0	
 2  1 341304 2060544 366996 1826452    0    0     0  1096 2631 3753 91  9  0  0  0	
 4  0 341304 2060552 366996 1826524    0    0     0  1424 2569 3727 91 10  0  0  0	
 2  1 341304 2060428 367000 1826608    0    0     0  1056 2499 3412 91  9  0  0  0	
 2  1 341304 2060428 367000 1826692    0    0     0  1566 2467 3870 91  9  0  0  0	
 2  1 341304 2060428 367000 1826776    0    0     0  1264 2454 3922 91  9  0  0  0	
 2  1 341304 2060156 367004 1826868    0    0     0  1260 2467 3942 91  9  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 341304 2060156 367004 1826948    0    0     0  1214 2431 3781 91  9  0  0  0	
 2  1 341304 2060156 367004 1827056    0    0     0  1266 2456 3905 91  9  0  0  0	
 5  1 341304 2060156 367004 1827136    0    0     0  1566 2463 3816 92  8  0  0  0	
 2  1 341304 2060072 367004 1827220    0    0     0  1292 2450 3894 91  9  0  0  0	
 2  1 341304 2059900 367012 1827312    0    0     0  1196 2439 3655 91  9  0  0  0	
 2  1 341304 2059900 367012 1827392    0    0     0  1248 2448 3880 90 10  0  0  0	
 4  1 341304 2059404 367012 1827496    0    0     0  1552 2462 3814 90 10  0  0  0	
 2  2 341304 2059288 367016 1827572    0    0     0  1240 2462 3887 91  9  0  0  0	
 2  1 341304 2059288 367016 1827664    0    0     0  1294 2463 4034 92  8  0  0  0	
 2  1 341304 2059272 367024 1827764    0    0     0  1244 2460 3894 92  8  0  0  0	
 2  2 341304 2059148 367024 1827844    0    0     0  1570 2464 3857 92  8  0  0  0	
 2  1 341304 2059412 367024 1827944    0    0     0  1214 2442 3792 91  9  0  0  0	
 2  1 341304 2059412 367024 1828024    0    0     0  1262 2456 3930 91  9  0  0  0	
 4  2 341304 2059188 367024 1828108    0    0     0  1228 2442 3772 92  8  0  0  0	
 4  1 341304 2059180 367028 1828208    0    0     0  1542 2466 3811 91 10  0  0  0	
 2  1 341304 2058808 367028 1828292    0    0     0  1286 2542 4082 92  9  0  0  0	
 2  1 341292 2058932 367028 1828392    0    0     0  1212 2622 4096 91  9  0  0  0	
 2  1 341272 2056884 367028 1828472   16    0    16  1176 2579 3874 91  9  0  0  0	
 2  1 341264 2056884 367028 1828544    0    0     0  1564 2617 3952 92  9  0  0  0	
 2  1 341252 2056248 367036 1828640   16    0    16  1178 2613 3892 91  9  0  0  0	
 2  1 341252 2056248 367036 1828716    0    0     0  1176 2613 4017 92  8  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 341252 2056248 367036 1828812    0    0     0  1180 2597 3937 91  9  0  0  0	
 2  1 341252 2056248 367036 1828888    0    0     0  1534 2634 4029 91  9  0  0  0	
 2  1 341252 2056164 367036 1828968    0    0     0  1190 2599 4005 92  9  0  0  0	
 4  0 341252 2055900 367044 1829064    0    0     0  1242 2649 4218 91  9  0  0  0	
 4  1 341252 2055900 367044 1829144    0    0     0  1190 2605 3950 92  8  0  0  0	
 2  1 341252 2055892 367052 1829236    0    0     0  1212 2642 4100 92  9  0  0  0	
 2  1 341252 2055644 367052 1829316    0    0     0  1500 2601 3903 91  9  0  0  0	
 2  1 341252 2055644 367052 1829396    0    0     0  1226 2633 4065 91  9  0  0  0	
 3  1 341252 2054884 367052 1829492    0    0     0  1154 2584 3970 89 12  0  0  0	
 4  1 341248 2055024 367056 1829572    0    0     0  1566 2463 3801 91  9  0  0  0	
 2  1 341248 2055256 367056 1829672    0    0     0  1236 2456 3811 92  8  0  0  0	
 2  1 341248 2055256 367056 1829752    0    0     0  1218 2444 3749 91  9  0  0  0	
 3  1 341248 2055180 367056 1829832    0    0     0  1294 2446 3846 91  9  0  0  0	
 2  1 341248 2055024 367056 1829932    0    0     0  1228 2568 4050 91  9  0  0  0	
 2  1 341248 2055024 367056 1830012    0    0     0  1578 2653 4189 91  9  0  0  0	
 2  1 341248 2054652 367056 1830116    0    0     0  1214 2623 4039 90 10  0  0  0	
 3  1 341248 2054652 367056 1830196    0    0     0  1224 2618 4079 92  8  0  0  0	
 2  1 341248 2054536 367056 1830272    0    0     0  1180 2604 3995 92  8  0  0  0	
 2  1 341248 2054652 367060 1830368    0    0     0  1228 2640 4082 91  9  0  0  0	
 4  0 341248 2054652 367060 1830452    0    0     0  1576 2631 4213 92  8  0  0  0	
 2  1 341244 2054404 367060 1830548    0    0     0  1142 2578 3882 91  9  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 341220 2052356 367060 1830620   16    0    16  1204 2611 3937 92  8  0  0  0	
 2  1 341212 2052248 367060 1830704    0    0     0  1204 2638 4154 92  8  0  0  0	
 3  1 341196 2051984 367064 1830796    0    0     0  1560 2511 3806 91  9  0  0  0	
 2  1 341196 2051992 367064 1830880    0    0     0  1214 2440 3787 91  9  0  0  0	
 2  1 341196 2051496 367064 1830980    0    0     0  1236 2448 3787 92  8  0  0  0	
 2  1 341196 2051496 367064 1831060    0    0     0  1252 2542 4015 92  8  0  0  0	
 2  1 341196 2051496 367064 1831136    0    0     0  1574 2627 3977 91  9  0  0  0	
 2  1 341196 2051496 367072 1831232    0    0     0  1250 2633 4116 92  8  0  0  0	
 2  1 341196 2051372 367072 1831312    0    0     0  1112 2568 3779 91  9  0  0  0	
 2  1 341196 2051124 367076 1831400    0    0     0  1150 2579 3873 91  9  0  0  0	
 2  1 341196 2051124 367076 1831480    0    0     0  1536 2626 4037 92  8  0  0  0	
 2  1 341196 2051132 367076 1831560    0    0     0  1226 2622 4145 92  8  0  0  0	
 2  1 341196 2051140 367084 1831660    0    0     0  1192 2604 4019 92  8  0  0  0	
 2  1 341196 2051140 367084 1831740    0    0     0  1564 2648 4098 90 10  0  0  0	
 2  1 341196 2050884 367084 1831836    0    0     0  1246 2639 4157 91  9  0  0  0	
 2  1 341196 2050760 367084 1831916    0    0     0  1234 2628 4120 91  9  0  0  0	
 2  1 341196 2050636 367084 1832000    0    0     0  1540 2633 4050 92  8  0  0  0	
 4  1 341196 2050620 367088 1832088    0    0     0  1042 2566 3594 92  8  0  0  0	
 2  1 341196 2050496 367088 1832164    0    0     0  1076 2560 3687 92  9  0  0  0	
 2  1 341196 2050496 367088 1832256    0    0     0  1454 2644 3853 92  8  0  0  0	
 2  1 341196 2050496 367088 1832336    0    0     0  1214 2611 4063 92  8  0  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 341196 2050388 367088 1832412    0    0     0  1552 2621 3913 92  8  0  0  0	
 2  1 341196 2050116 367096 1832504    0    0     0  1236 2635 4139 91  9  0  0  0	
 2  1 341196 2050116 367096 1832588    0    0     0  1170 2608 3933 91  9  0  0  0	
 2  1 341196 2049992 367096 1832684    0    0     0  1274 2655 4226 91  9  0  0  0	
 2  1 341168 2047944 367096 1832760   16    0    16  1196 2589 3926 91  9  0  0  0	
 3  1 341160 2047820 367096 1832840   16    0    16  1392 2624 4070 92  8  0  0  0	
 4  1 341140 2047580 367104 1832936    0    0     0  1416 2528 3952 91  9  0  0  0	
 4  1 341140 2047580 367104 1833016    0    0     0  1258 2450 3869 93  8  0  0  0	
 2  1 341140 2047224 367108 1833124    0    0     0  1314 2475 4090 91  9  0  0  0	
 2  1 341140 2047224 367108 1833204    0    0     0  1220 2442 3786 91  9  0  0  0	
 2  1 341140 2047248 367108 1833288    0    0     0  1264 2450 3929 92  8  0  0  0	
 2  1 341140 2046976 367112 1833388    0    0     0  1580 2483 3938 91  9  0  0  0	
 3  1 341140 2046984 367112 1833468    0    0     0  1212 2431 3755 91  9  0  0  0	
 2  1 341140 2046968 367112 1833572    0    0     0  1252 2459 3881 92  8  0  0  0	
