
Linux 2.6.32-431.3.1.el6.x86_64 (localhost.localdomain) 	05/02/14 	_x86_64_	(2 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  271.67     0.00  2517.33     9.27     0.89    3.27   3.06  83.13
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    4.67   4.00   0.80

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    31.33    0.00   79.67     0.00   536.00     6.73     0.25    3.08   3.07  24.47
sdb               0.00    30.00    0.00   68.00     0.00   429.33     6.31     0.17    2.52   2.42  16.43
sdc               0.00    27.00    0.00   84.33     0.00   536.00     6.36     0.29    3.39   3.32  28.03
sdd               0.00    28.33    0.00  103.67     0.00   698.67     6.74     0.40    3.85   3.68  38.20
dm-0              0.00     0.00    0.00  319.33     0.00  2200.00     6.89     0.91    2.84   2.60  83.13
dm-1              0.00     0.00    0.00  319.33     0.00  2200.00     6.89     0.91    2.84   2.60  83.13
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  271.67     0.00  2165.33     7.97     0.89    3.27   3.06  83.23
dm-6              0.00     0.00    0.00    4.00     0.00    32.00     8.00     0.02    5.17   0.75   0.30

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    30.33    0.00   99.00     0.00   818.67     8.27     0.37    3.73   3.47  34.37
sdb               0.00    28.33    0.00   99.33     0.00   736.00     7.41     0.38    3.85   3.67  36.43
sdc               0.00    32.33    0.00   71.00     0.00   541.33     7.62     0.20    2.83   2.73  19.37
sdd               0.00    33.33    0.00   69.67     0.00   538.67     7.73     0.20    2.80   2.67  18.63
dm-0              0.00     0.00    0.00  329.33     0.00  2637.33     8.01     0.93    2.83   2.53  83.43
dm-1              0.00     0.00    0.00  329.33     0.00  2637.33     8.01     0.93    2.83   2.53  83.47
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  275.00     0.00  2546.67     9.26     0.89    3.25   3.04  83.50
dm-6              0.00     0.00    0.00   11.33     0.00    90.67     8.00     0.04    3.38   1.26   1.43

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    26.00    0.00   70.00     0.00   405.33     5.79     0.19    2.68   2.64  18.47
sdb               0.00    28.33    0.00   77.00     0.00   477.33     6.20     0.23    2.93   2.92  22.50
sdc               0.00    32.00    0.00  104.33     0.00   725.33     6.95     0.36    3.46   3.43  35.83
sdd               0.00    33.00    0.00   87.00     0.00   594.67     6.84     0.30    3.47   3.29  28.63
dm-0              0.00     0.00    0.00  320.67     0.00  2200.00     6.86     0.86    2.68   2.56  82.00
dm-1              0.00     0.00    0.00  320.67     0.00  2200.00     6.86     0.86    2.68   2.56  82.10
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    4.20   4.20   0.70
dm-5              0.00     0.00    0.00  274.33     0.00  2186.67     7.97     0.86    3.12   3.00  82.23
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    31.33    0.00  102.67     0.00   712.00     6.94     0.36    3.53   3.51  36.07
sdb               0.00    35.33    0.00   73.67     0.00   517.33     7.02     0.24    3.14   3.00  22.13
sdc               0.00    29.33    0.00   68.67     0.00   426.67     6.21     0.19    2.72   2.72  18.70
sdd               0.00    24.00    0.00   86.33     0.00   525.33     6.08     0.27    3.15   3.15  27.20
dm-0              0.00     0.00    0.00  317.33     0.00  2181.33     6.87     0.86    2.70   2.59  82.13
dm-1              0.00     0.00    0.00  317.33     0.00  2181.33     6.87     0.86    2.70   2.59  82.20
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  268.67     0.00  2141.33     7.97     0.85    3.17   3.05  82.07
dm-6              0.00     0.00    0.00    5.33     0.00    42.67     8.00     0.01    1.12   1.12   0.60

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    30.33    0.00   67.33     0.00   429.33     6.38     0.19    2.77   2.77  18.67
sdb               0.00    28.00    0.00   97.00     0.00   645.33     6.65     0.39    4.09   3.98  38.63
sdc               0.00    27.67    0.00   95.00     0.00   629.33     6.62     0.34    3.54   3.50  33.23
sdd               0.00    30.33    0.00   67.33     0.00   432.00     6.42     0.18    2.65   2.67  17.97
dm-0              0.00     0.00    0.00  311.00     0.00  2136.00     6.87     0.86    2.78   2.68  83.30
dm-1              0.00     0.00    0.00  311.00     0.00  2136.00     6.87     0.86    2.78   2.68  83.37
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  267.67     0.00  2133.33     7.97     0.86    3.23   3.11  83.37
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    27.67    0.00   84.67     0.00   650.67     7.69     0.29    3.48   3.31  28.07
sdb               0.00    28.67    0.00   69.33     0.00   504.00     7.27     0.20    2.88   2.82  19.57
sdc               0.00    31.33    0.00   79.33     0.00   597.33     7.53     0.26    3.24   3.05  24.23
sdd               0.00    32.33    0.00  107.67     0.00   853.33     7.93     0.42    3.96   3.70  39.80
dm-0              0.00     0.00    0.00  325.67     0.00  2605.33     8.00     0.95    2.91   2.57  83.77
dm-1              0.00     0.00    0.00  325.67     0.00  2605.33     8.00     0.95    2.91   2.57  83.77
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    6.20   5.60   0.93
dm-5              0.00     0.00    0.00  277.33     0.00  2565.33     9.25     0.93    3.34   3.02  83.70
dm-6              0.00     0.00    0.00    3.33     0.00    26.67     8.00     0.01    3.30   3.30   1.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    28.67    0.00   91.67     0.00   597.33     6.52     0.33    3.61   3.60  32.97
sdb               0.00    32.00    0.00  104.33     0.00   725.33     6.95     0.34    3.22   3.18  33.20
sdc               0.00    32.00    0.00   74.33     0.00   488.00     6.57     0.19    2.56   2.56  19.03
sdd               0.00    26.33    0.00   69.00     0.00   397.33     5.76     0.19    2.70   2.68  18.50
dm-0              0.00     0.00    0.00  321.67     0.00  2208.00     6.86     0.87    2.71   2.57  82.70
dm-1              0.00     0.00    0.00  321.67     0.00  2208.00     6.86     0.87    2.71   2.57  82.70
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.33     0.00     2.67     8.00     0.00    1.00   1.00   0.03
dm-5              0.00     0.00    0.00  276.67     0.00  2205.33     7.97     0.87    3.15   2.99  82.73
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    33.67    0.00   74.00     0.00   474.67     6.41     0.22    2.91   2.91  21.53
sdb               0.00    32.67    0.00   75.00     0.00   472.00     6.29     0.22    3.00   2.87  21.53
sdc               0.00    29.67    0.00  106.33     0.00   696.00     6.55     0.38    3.61   3.56  37.87
sdd               0.00    33.33    0.00  105.67     0.00   725.33     6.86     0.41    3.84   3.82  40.37
dm-0              0.00     0.00    0.00  344.67     0.00  2368.00     6.87     1.03    2.97   2.71  93.33
dm-1              0.00     0.00    0.00  344.67     0.00  2368.00     6.87     1.03    2.97   2.71  93.43
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  295.33     0.00  2354.67     7.97     1.02    3.44   3.16  93.47
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    4.67   4.67   0.93

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    37.67    0.00  119.67     0.00   920.00     7.69     0.45    3.77   3.63  43.40
sdb               0.00    35.00    0.00  112.67     0.00   837.33     7.43     0.35    3.13   3.01  33.87
sdc               0.00    34.33    0.00   85.33     0.00   586.67     6.88     0.23    2.73   2.71  23.13
sdd               0.00    36.00    0.00   92.00     0.00   698.67     7.59     0.29    3.19   3.03  27.83
dm-0              0.00     0.00    0.00  389.67     0.00  3042.67     7.81     1.06    2.71   2.49  96.97
dm-1              0.00     0.00    0.00  389.67     0.00  3042.67     7.81     1.06    2.72   2.49  97.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  334.33     0.00  3018.67     9.03     1.05    3.14   2.90  97.07
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.01    3.67   3.33   1.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    32.67    0.00   78.00     0.00   474.67     6.09     0.22    2.79   2.74  21.33
sdb               0.00    33.00    0.00   83.33     0.00   520.00     6.24     0.26    3.19   3.01  25.07
sdc               0.00    35.33    0.00  111.33     0.00   765.33     6.87     0.39    3.54   3.47  38.67
sdd               0.00    33.67    0.00  106.00     0.00   712.00     6.72     0.40    3.76   3.65  38.67
dm-0              0.00     0.00    0.00  360.00     0.00  2472.00     6.87     1.08    3.01   2.69  96.80
dm-1              0.00     0.00    0.00  360.00     0.00  2472.00     6.87     1.09    3.02   2.69  96.87
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    7.40   7.40   1.23
dm-5              0.00     0.00    0.00  308.33     0.00  2458.67     7.97     1.07    3.49   3.14  96.93
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    30.00    0.00  112.67     0.00   728.00     6.46     0.39    3.45   3.41  38.40
sdb               0.00    33.33    0.00  104.00     0.00   688.00     6.62     0.38    3.65   3.63  37.80
sdc               0.00    36.33    0.00   80.00     0.00   517.33     6.47     0.22    2.80   2.79  22.30
sdd               2.33    38.00    0.33   87.33    21.33   589.33     6.97     0.29    3.34   3.21  28.13
dm-0              0.00     0.00    2.67  367.00    21.33  2522.67     6.88     1.06    2.87   2.63  97.17
dm-1              0.00     0.00    0.00  367.00     0.00  2522.67     6.87     1.04    2.83   2.65  97.23
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.02    9.00   1.12   0.30
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  312.00     0.00  2490.67     7.98     1.03    3.30   3.12  97.23
dm-6              0.00     0.00    0.00    4.00     0.00    32.00     8.00     0.01    2.67   1.83   0.73

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    46.33    0.00   85.67     0.00   789.33     9.21     0.25    2.88   2.84  24.30
sdb               0.00    34.67    0.00   93.33     0.00   698.67     7.49     0.29    3.14   3.02  28.23
sdc               0.00    31.67    0.00  115.67     0.00   840.00     7.26     0.44    3.74   3.63  42.03
sdd               2.33    36.00    0.33  101.67    21.33   760.00     7.66     0.35    3.38   3.18  32.40
dm-0              0.00     0.00    2.67  390.67    21.33  3088.00     7.91     1.19    3.03   2.46  96.63
dm-1              0.00     0.00    0.00  390.67     0.00  3088.00     7.90     1.13    2.88   2.47  96.63
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.07   26.00   3.25   0.87
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
