
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 363632 3561496 195736 1179588   16    0    16  5746 2084 6841 61  8  8 24  0	
 1  1 363620 3559448 195736 1179744    0    0     0  5708 2053 7479 64  8  5 23  0	
 4  0 363620 3559324 195752 1179920    0    0     0  5510 2088 7225 63  9  5 23  0	
 1  1 363620 3559324 195752 1180084    0    0     0  2064 1988 8000 66  7  3 23  0	
 1  1 363620 3558952 195760 1180268    0    0     0  2514 2019 8183 63 10  2 25  0	
 7  0 363620 3558952 195760 1180432    0    0     0  5292 2119 7537 62  8  8 22  0	
 6  0 363620 3558952 195760 1180592    0    0     0  2348 2118 7712 60  9 12 20  0	
 1  1 363620 3558324 195776 1180764    0    0     0  2088 2090 7843 62  8  9 22  0	
 1  1 363620 3558324 195776 1180928    0    0     0  2196 2142 8361 63  8 10 20  0	
 7  0 363620 3558076 195776 1181108    0    0     0  2120 2138 8191 62  9 10 20  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  1 363620 3557960 195800 1181284    0    0     0  2764 2097 7787 63  8  5 23  0	
 2  1 363620 3557960 195800 1181428    0    0     0  5530 2167 7056 62  9  5 24  0	
 1  1 363584 3557836 195808 1181564   32    0    32  5648 2077 6573 60 10  7 24  0	
 5  1 363564 3555648 195816 1181744    0    0     0  5730 2087 6991 61  8  6 25  0	
 1  1 363564 3554780 195816 1181912    0    0     0  5466 2043 6717 60  9  6 26  0	
 5  0 363564 3554780 195824 1182064    0    0     0  2090 2018 8363 63  9  3 25  0	
 6  0 363564 3554656 195832 1182228    0    0     0  5630 2102 7584 63  9  3 25  0	
 1  1 363564 3554408 195832 1182392    0    0     0  5514 2147 7304 64  9  8 20  0	
 7  0 363564 3554408 195832 1182548    0    0     0  5438 2201 7331 61  8 10 21  0	
 1  1 363564 3554160 195848 1182724    0    0     0  2282 2036 7416 61  8  8 23  0	
 1  1 363564 3554036 195848 1182908    0    0     0  2148 1987 9037 65  9  2 24  0	
 5  0 363564 3553912 195848 1183080    0    0     0  2134 2012 8380 65  8  4 23  0	
 1  1 363564 3554160 195856 1183268    0    0     0  2052 1985 7886 63  9  3 25  0	
 4  1 363564 3554036 195856 1183436    0    0     0  2678 2035 7523 65  9  3 24  0	
 3  1 363552 3553052 195872 1183576   16    0    16  7494 2195 6833 62  9 10 19  0	
 5  2 363528 3553052 195872 1183744    0    0     0  5668 2154 6961 62  9  9 20  0	
 1  1 363512 3550880 195872 1183892   16    0    16  6746 2035 7186 67  8  1 23  0	
 1  1 363512 3550756 195888 1184068    0    0     0  2044 2073 7641 60  9 11 20  0	
 2  1 363512 3550788 195888 1184228    0    0     0  2166 2038 7762 61  8 11 21  0	
 1  1 363512 3550416 195888 1184416    0    0     0  2124 2063 8512 64  9  3 24  0	
 1  1 363512 3550324 195904 1184584    0    0     0  2198 2043 8984 65  9  2 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0 363508 3550324 195904 1184764    0    0     0  2694 2009 7997 66  8  2 24  0	
 8  0 363508 3549952 195904 1184944    0    0     0  5558 2095 7474 63  9  4 24  0	
 8  0 363508 3549828 195912 1185092    0    0     0  5570 2061 7225 64  8  4 24  0	
 1  1 363508 3549324 195920 1185268    0    0     0  1814 2017 7990 63 10  3 23  0	
 7  0 363508 3549324 195920 1185424    0    0     0  2308 1931 7369 63  8  5 25  0	
 2  1 363508 3549184 195928 1185576    0    0     0  5540 2076 6993 63  8  6 23  0	
 1  1 363476 3549060 195928 1185752   16    0    16  5624 2126 7010 65  9  4 23  0	
 5  0 363456 3547012 195928 1185904   16    0    16  5636 2169 7298 62  8  8 21  0	
 1  1 363388 3546392 195944 1186068    0    0     0  5578 2172 7041 60  9 10 21  0	
 1  1 363388 3546392 195944 1186196    0    0     0  5352 2107 6382 60  8 11 22  0	
 1  1 363388 3546392 195944 1186368    0    0     0  2218 2012 8752 64  9  3 24  0	
 5  0 363388 3546384 195952 1186560    0    0     0  2214 2048 7802 62 10  8 20  0	
 5  0 363388 3546104 195952 1186720    0    0     0  2118 1981 8113 62  9  9 20  0	
 2  1 363388 3545624 195968 1186900    0    0     0  2202 2059 7806 61  9  8 23  0	
 1  1 363388 3545624 195968 1187072    0    0     0  6146 2251 7501 62  9 12 18  0	
 2  1 363388 3545656 195968 1187228    0    0     0  1830 1932 8038 66  9  1 24  0	
 4  0 363388 3545036 195976 1187412    0    0     0  2058 2101 7992 62  8 10 20  0	
 7  0 363388 3545036 195976 1187572    0    0     0  2140 2049 8459 63  9  5 23  0	
 7  0 363360 3544664 195992 1187764   16    0    16  2188 2064 8503 65 10  2 24  0	
 6  1 363332 3542600 195992 1187948    0    0     0  3022 2058 7504 62  8  8 22  0	
 9  0 363332 3542600 195992 1188080    0    0     0  8538 2267 6828 60  8 12 20  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 363332 3541980 196008 1188260    0    0     0  2230 2106 7989 60  9  9 22  0	
 1  1 363332 3541980 196008 1188432    0    0     0  2184 1985 8400 64  8  4 25  0	
 7  0 363332 3541468 196024 1188620    0    0     0  2138 2075 7846 62  9  6 23  0	
 1  1 363332 3541344 196024 1188788    0    0     0  2224 2068 8394 63  8  9 20  0	
 5  0 363332 3541344 196024 1188960    0    0     0  2512 2079 8282 62  8  8 23  0	
 1  1 363328 3541220 196032 1189124   16    0    16  5500 2157 7163 62  9  5 24  0	
 6  0 363328 3541096 196040 1189284    0    0     0  5500 2190 7264 62  8  9 21  0	
 5  1 363328 3540972 196040 1189464    0    0     0  2242 1993 7604 63  9  6 22  0	
 1  1 363328 3540972 196048 1189624    0    0     0  2106 1973 8152 63  9  5 24  0	
 1  1 363320 3540840 196048 1189772   16    0    16  2034 1976 8234 66  8  3 23  0	
 1  1 363284 3538296 196056 1189980   16    0    16  2364 2083 7660 62  9 10 20  0	
 2  1 363276 3538304 196064 1190128    0    0     0  2824 2078 7254 62  8  8 21  0	
 1  3 363276 3537932 196072 1190296    0    0     0  8694 2216 6788 60  9 10 22  0	
 4  1 363276 3537932 196072 1190460    0    0     0  2224 2065 8355 63  8  6 23  0	
 7  0 363276 3537932 196080 1190628    0    0     0  2074 1979 7676 61  8  9 22  0	
 2  1 363276 3537808 196080 1190828    0    0     0  2164 2100 8400 62 10  7 22  0	
 1  1 363276 3537560 196080 1190984    0    0     0  2498 2048 7785 60  8 13 19  0	
 2  1 363276 3537056 196096 1191128    0    0     0  5398 2141 6497 60  9  9 22  0	
 1  1 363276 3537056 196096 1191276    0    0     0  5430 2014 6694 65  8  2 25  0	
 7  0 363276 3536932 196096 1191428    0    0     0  5438 2116 7641 64  8  4 24  0	
 1  1 363276 3536436 196104 1191596    0    0     0  5656 2091 6558 61  9  6 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 363276 3536320 196104 1191768    0    0     0  2090 2011 8270 66  9  3 22  0	
 1  2 363244 3536072 196120 1191948   16    0    16  3444 2058 7285 62  9  9 20  0	
 1  2 363220 3534024 196120 1192104   16    0    16  5738 2148 7254 62  9  8 22  0	
 2  1 363220 3534024 196120 1192248    0    0     0  4880 2040 7126 62  8  4 26  0	
 1  2 363220 3533528 196128 1192400    0    0     0  6324 2057 6228 60  9 10 22  0	
 1  1 363220 3533528 196136 1192540    0    0     0  7752 2173 6275 58  8 10 24  0	
 7  1 363220 3533156 196136 1192704    0    0     0  1974 2036 7632 63  8  8 22  0	
 3  1 363220 3532908 196144 1192880    0    0     0  2152 1953 8217 65  8  3 25  0	
 2  1 363220 3532908 196144 1193036    0    0     0  2612 1971 7210 61  8  6 25  0	
 1  1 363220 3532660 196152 1193208    0    0     0  5528 2209 7187 61  9 10 20  0	
 7  0 363220 3532660 196160 1193368    0    0     0  1746 1972 8079 63  9  3 26  0	
 6  0 363216 3532288 196160 1193552    0    0     0  2510 1993 8149 65  8  4 23  0	
 1  1 363216 3532164 196160 1193708    0    0     0  5320 2046 7604 64  8  3 25  0	
 7  0 363216 3532164 196168 1193852    0    0     0  5530 2101 6653 62  8  8 22  0	
 2  1 363188 3531916 196176 1194044   16    0    16  5398 2175 7760 63  9  7 21  0	
 1  1 363164 3529744 196176 1194200   16    0    16  2606 2036 7729 60  8 10 22  0	
 5  1 363164 3529736 196184 1194364    0    0     0  2208 2117 7320 60  8 14 18  0	
 7  0 363164 3529612 196184 1194528    0    0     0  2106 2038 8373 62  9  6 24  0	
 1  1 363164 3529364 196184 1194708    0    0     0  2190 2026 8558 65  8  4 23  0	
 1  1 363164 3528992 196208 1194892    0    0     0  2634 2000 7274 64  8  2 26  0	
 2  1 363164 3528868 196208 1195044    0    0     0  5618 2150 7238 63  8 10 20  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0 363164 3528496 196216 1195212    0    0     0  5374 2057 6679 63  9  4 24  0	
 1  1 363164 3528496 196224 1195348    0    0     0  5430 2078 6866 64  8  5 23  0	
 7  0 363164 3528496 196224 1195500    0    0     0  1654 1945 7695 64  8  3 25  0	
 1  1 363164 3527868 196232 1195684    0    0     0  4682 2139 7893 66  9  4 21  0	
10  1 363164 3527868 196240 1195840    0    0     0  6112 2251 7320 62  8  9 21  0	
 1  1 363164 3527628 196240 1196016    0    0     0  2714 2002 8059 64  9  4 23  0	
 1  1 363128 3525456 196248 1196172   16    0    16  2346 2042 7702 61  7 12 20  0	
 8  0 363108 3525456 196248 1196332    0    0     0  2160 2065 7790 60  8 15 17  0	
 2  1 363108 3525084 196256 1196524    0    0     0  2188 2109 8133 61  9 12 18  0	
 1  1 363108 3525084 196264 1196696    0    0     0  2228 2036 8520 64  8  3 25  0	
 1  1 363108 3524712 196272 1196872    0    0     0  3820 2146 7282 62 10  9 20  0	
 4  1 363108 3524588 196272 1197024    0    0     0  4556 2099 7224 61  8  6 25  0	
 2  1 363108 3524588 196280 1197180    0    0     0  5608 2095 7218 62  9  6 24  0	
 3  2 363108 3524216 196280 1197376    0    0     0  5808 2153 7911 65  9  4 22  0	
 2  1 363108 3524216 196280 1197532    0    0     0  5532 2138 7629 64  8  4 25  0	
 1  1 363108 3523904 196296 1197692    0    0     0  5486 2061 6812 61  9  5 25  0	
 6  1 363108 3523780 196296 1197832    0    0     0  7422 2146 6790 62  7  6 26  0	
 5  1 363108 3523780 196296 1197976    0    0     0  3128 2047 7402 59  8 13 20  0	
 6  1 363088 3523284 196304 1198140   16    0    16  2072 2029 7326 61  8  9 23  0	
 6  0 363052 3521120 196304 1198332    0    0     0  2264 2036 7567 60  9 12 20  0	
 5  1 363052 3520988 196320 1198488    0    0     0  2168 2033 7914 64  9  5 21  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 363052 3520864 196320 1198664    0    0     0  2074 1970 8371 64  8  3 25  0	
10  1 363052 3520616 196320 1198828    0    0     0  3726 2062 8067 67  9  2 22  0	
 1  1 363052 3520376 196328 1199012    0    0     0  4650 2154 7409 61  9  5 24  0	
 1  1 363052 3520376 196336 1199172    0    0     0  7536 2178 7449 62  9  4 24  0	
 5  1 363052 3519988 196336 1199336    0    0     0  3286 2086 7723 61  9  9 22  0	
 1  1 363052 3519864 196344 1199512    0    0     0  2150 2013 8276 62  9  7 22  0	
 7  0 363052 3519740 196344 1199676    0    0     0  2054 2019 7870 60  9  8 22  0	
 1  1 363052 3519492 196352 1199876    0    0     0  2116 2083 8777 66  9  2 23  0	
 1  1 363052 3519376 196360 1200040    0    0     0  2086 2051 7847 61  8  9 23  0	
 4  1 363040 3519120 196360 1200192   16    0    16  2768 2100 7230 61  8 10 21  0	
 1  1 363016 3517072 196360 1200360    0    0     0  5644 2021 6826 60  8  6 26  0	
 1  1 363000 3517072 196368 1200488   48    0    48  5458 2112 6691 61  9 10 21  0	
 2  1 363000 3516460 196376 1200668    0    0     0  5446 2062 7335 63  9  3 25  0	
 9  1 363000 3516460 196376 1200812    0    0     0  6556 2177 6893 61  8  8 24  0	
 1  1 363000 3516460 196392 1200980    0    0     0  6480 2205 7552 63  9  4 24  0	
10  1 363000 3516212 196392 1201136    0    0     0  5462 2023 7094 63  8  4 26  0	
 7  0 363000 3515972 196392 1201304    0    0     0  3292 2138 8501 61  9  9 21  0	
 4  1 363000 3515476 196400 1201504    0    0     0  2254 2013 8030 63  9  5 23  0	
 4  1 363000 3515352 196400 1201660    0    0     0  1980 1963 7838 62  8  5 26  0	
 1  1 363000 3515104 196416 1201840    0    0     0  2152 2039 8407 66 10  3 22  0	
 1  1 363000 3515104 196416 1202004    0    0     0  2078 2014 8435 63  9  6 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 363000 3514980 196416 1202184    0    0     0  3688 2054 7638 62  9  5 23  0	
 3  2 362968 3512436 196424 1202364   16    0    16  7286 2297 7738 63 10  3 24  0	
 5  0 362944 3512436 196424 1202536    0    0     0  2892 2070 8900 65  9  2 24  0	
 1  1 362944 3512056 196440 1202728    0    0     0  2244 2090 9118 65 10  1 24  0	
 1  1 362944 3511924 196440 1202920    0    0     0  2168 2034 8889 65  9  3 24  0	
 1  1 362944 3511800 196440 1203096    0    0     0  2202 2026 8653 65  9  3 24  0	
 3  1 362944 3511552 196448 1203292    0    0     0  2180 2040 8433 64  9  2 25  0	
 9  0 362944 3511436 196448 1203460    0    0     0  2806 2048 7724 62  9  5 24  0	
 1  2 362944 3511188 196456 1203620    0    0     0  6530 2228 6846 60  9  9 22  0	
 8  0 362944 3511188 196464 1203772    0    0     0  6506 2129 7060 61  9  6 25  0	
 1  1 362944 3511188 196464 1203928    0    0     0  3534 2068 7110 61  8 10 21  0	
10  0 362944 3510444 196464 1204104    0    0     0  5440 2100 6866 62  9  6 23  0	
 2  1 362944 3510444 196480 1204248    0    0     0  7508 2239 7065 62  8  8 22  0	
 2  1 362912 3508148 196480 1204428   32    0    32  7012 2146 7162 62  9  6 22  0	
 3  1 362888 3508132 196480 1204576   32    0    32  2014 2005 8053 62  8  5 24  0	
 1  1 362888 3508008 196488 1204736    0    0     0  2214 2020 7429 60  8  9 23  0	
 2  1 362888 3507512 196496 1204928    0    0     0  2052 2078 7822 61  9  8 23  0	
 1  1 362888 3507512 196496 1205100    0    0     0  2074 2012 8830 65  9  2 25  0	
 2  1 362888 3507264 196504 1205276    0    0     0  2622 2098 7245 60  9  8 23  0	
 9  1 362888 3507140 196504 1205424    0    0     0  7942 2169 6803 60  9 10 21  0	
 1  1 362888 3507140 196504 1205572    0    0     0  2826 2106 7782 60  8 12 20  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 362888 3506644 196520 1205760    0    0     0  2186 2075 8056 62 10  4 24  0	
 1  1 362888 3506644 196520 1205920    0    0     0  2024 2002 7767 61  8 10 21  0	
 3  1 362888 3506388 196528 1206100    0    0     0  2176 2076 8348 64  9  6 22  0	
 7  0 362888 3506264 196528 1206296    0    0     0  2284 2066 9450 66  9  1 24  0	
 3  1 362860 3504100 196528 1206408   64    0    64  2766 2003 6843 62  8  7 24  0	
 1  1 362832 3503720 196544 1206600   16    0    16  5732 2114 7239 63  8  5 24  0	
 1  2 362832 3503720 196544 1206760    0    0     0  8002 2189 7007 62  7  7 24  0	
 1  1 362832 3503348 196552 1206952    0    0     0  2802 2067 8194 62 10  6 22  0	
 3  1 362832 3503232 196552 1207116    0    0     0  2120 1976 7206 59  8  8 26  0	
 6  0 362832 3503108 196552 1207280    0    0     0  2144 2061 8389 63  7  8 22  0	
 4  1 362832 3502728 196568 1207476    0    0     0  2254 2094 8388 62  9  9 20  0	
 1  1 362832 3502728 196568 1207644    0    0     0  2146 2033 7926 61  8  9 22  0	
 5  1 362832 3502272 196568 1207844    0    0     0  2736 2112 8016 63  9  8 20  0	
 1  1 362832 3502272 196576 1207992    0    0     0  5580 2122 7301 62  9  5 24  0	
 8  0 362832 3502272 196576 1208136    0    0     0  7932 2265 6847 61  8 13 18  0	
 1  1 362832 3501776 196584 1208304    0    0     0  2716 2102 8380 63  9  7 21  0	
 5  0 362832 3501776 196592 1208480    0    0     0  2110 2016 7939 61  8  8 23  0	
 4  1 362796 3499580 196592 1208648   32    0    32  2156 2002 7757 64  9  6 21  0	
 2  1 362780 3499456 196600 1208824    0    0     0  2272 2012 9009 66  9  1 24  0	
 1  1 362780 3499456 196600 1208996    0    0     0  1988 1927 8441 68  9  1 23  0	
 2  1 362780 3499216 196608 1209180    0    0     0  2736 2085 7334 63  9  5 23  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 362780 3498968 196616 1209336    0    0     0  6540 2137 7672 64  9  4 23  0	
 2  1 362776 3498780 196616 1209508    0    0     0  6446 2154 6892 62  9  6 23  0	
 1  1 362776 3498532 196624 1209660    0    0     0  6910 2146 7144 62  8  3 27  0	
 1  1 362776 3498408 196632 1209812    0    0     0  1992 2034 7935 63  8  6 24  0	
 3  2 362776 3497912 196632 1209992    0    0     0  1970 1975 7585 62  9  6 24  0	
 2  1 362776 3497788 196632 1210152    0    0     0  2738 2118 7537 61  8  9 22  0	
 2  1 362776 3497540 196648 1210312    0    0     0  7370 2086 6669 61  9  7 24  0	
 1  1 362776 3497548 196648 1210452    0    0     0  5384 2085 6895 62  8  7 23  0	
 1  1 362756 3497548 196648 1210572   16    0    16  6604 2160 6546 59  8 11 22  0	
 9  0 362724 3494756 196664 1210744   16    0    16  2356 2105 7901 60  9 12 18  0	
 1  1 362720 3494756 196664 1210932    0    0     0  2262 2104 8342 62  9  8 21  0	
 5  0 362720 3494872 196672 1211128    0    0     0  2202 2086 8922 66 10  2 23  0	
 7  0 362720 3494748 196672 1211296    0    0     0  2232 2091 8489 63  8  8 21  0	
 2  1 362720 3494748 196672 1211480    0    0     0  2146 2024 8424 64  8  3 25  0	
 1  1 362720 3494004 196688 1211660    0    0     0  2740 2117 7068 62  9  8 21  0	
 1  1 362720 3494012 196688 1211812    0    0     0  7462 2152 7238 62  9  6 23  0	
 2  1 362720 3493764 196696 1211972    0    0     0  5564 2215 7071 61  9 12 19  0	
 1  2 362720 3493764 196704 1212132    0    0     0  4648 2046 7305 64  8  3 24  0	
 3  2 362712 3493632 196704 1212268    6    0     6  5452 2133 6869 62  8  8 22  0	
 1  2 362712 3493136 196712 1212432    0    0     0  7670 2209 6617 60  9  7 23  0	
 5  0 362712 3493012 196712 1212584    0    0     0  1854 1946 7970 63  8  4 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 362676 3490476 196720 1212780   70    0    70  2380 2070 8636 66  9  3 22  0	
 1  1 362660 3490228 196728 1212944   16    0    16  2080 1894 8021 67  8  0 24  0	
 8  0 362660 3490104 196728 1213108    0    0     0  2118 1979 7394 61  8  8 24  0	
 1  1 362660 3489980 196736 1213304    0    0     0  2498 2024 8737 65  9  1 25  0	
 1  1 362660 3489980 196736 1213464    0    0     0  5414 2066 7061 62  8  5 24  0	
 1  1 362656 3489608 196744 1213620    0    0     0  5460 2099 7134 62  9  5 24  0	
 6  0 362656 3489360 196752 1213780    0    0     0  5604 2209 7300 61  8 12 19  0	
 1  1 362656 3489360 196752 1213948    0    0     0  2198 2023 8223 62  9  7 22  0	
 5  0 362596 3489112 196752 1214140    0    0     0  2158 2064 8241 63  9  8 20  0	
 1  1 362596 3489112 196768 1214296    0    0     0  2200 2034 8016 62  8  9 22  0	
 1  1 362596 3488732 196768 1214504    0    0     0  2214 2082 8906 66  9  2 23  0	
 6  1 362596 3488732 196768 1214652    0    0     0  2372 1980 7275 59  8  8 25  0	
 5  0 362564 3486560 196776 1214788   16    0    16  5560 2149 6840 60  8  9 24  0	
 2  1 362536 3486188 196784 1214960    0    0     0  5740 2116 7111 62  9  8 21  0	
 1  1 362536 3486196 196784 1215116    0    0     0  5440 2127 7248 61  9  7 24  0	
 1  1 362536 3485948 196800 1215276    0    0     0  5600 2180 6913 61  9  7 23  0	
 1  1 362536 3485824 196800 1215420    0    0     0  5402 2184 7193 61  8 12 19  0	
 1  1 362536 3485824 196800 1215576    0    0     0  2320 2055 7683 60  9 12 19  0	
 2  1 362536 3485328 196816 1215744    0    0     0  1924 2079 7514 61  9 11 19  0	
 1  1 362536 3485328 196816 1215908    0    0     0  2026 2059 7976 62  8 12 19  0	
 1  1 362536 3485188 196824 1216088    0    0     0  2164 2139 8143 60  9 13 18  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 362536 3485064 196824 1216248    0    0     0  4728 2170 7008 60  8  9 23  0	
 2  1 362536 3485064 196824 1216400    0    0     0  5938 2158 7343 63  9  5 23  0	
 2  3 362536 3484568 196840 1216584    0    0     0  6456 2157 7061 63  9  4 24  0	
 1  1 362536 3484576 196840 1216744    0    0     0  1808 2056 8417 62  9  6 23  0	
 4  1 362500 3482148 196856 1216888   32    0    32  2414 2087 7806 61  9 11 20  0	
 1  1 362480 3482024 196856 1217088   32    0    32  2378 2029 8528 63 10  3 24  0	
 1  1 362480 3481900 196856 1217260    0    0     0  2182 2003 8564 65  8  1 27  0	
 5  1 362420 3481412 196872 1217460    0    0     0  2470 2116 7967 62  9 11 18  0	
 1  1 362420 3481412 196872 1217604    0    0     0  5318 2064 7378 63  8  6 24  0	
 7  0 362416 3481032 196880 1217780   16    0    16  5542 2176 7819 63 10  4 24  0	
 1  1 362416 3480908 196880 1217964    0    0     0  2354 2068 9167 66  9  2 24  0	
 1  1 362416 3480916 196880 1218132    0    0     0  2162 2069 7695 60  8 11 21  0	
 5  0 362416 3480420 196896 1218332    0    0     0  2172 2106 8613 63 10  5 22  0	
 1  1 362416 3480304 196896 1218500    0    0     0  2182 1941 7627 63  8  5 25  0	
 1  1 362416 3480056 196912 1218660    0    0     0  4602 2216 6881 61  8 10 20  0	
 1  1 362416 3479932 196912 1218804    0    0     0  3560 2101 7013 61  7 11 21  0	
 1  1 362380 3477884 196912 1218956   16    0    16  5608 2044 7183 63  8  6 22  0	
 1  1 362360 3477636 196920 1219128    0    0     0  7596 2179 6781 62  9  5 25  0	
 2  2 362360 3477512 196928 1219280    0    0     0  6006 2099 6814 61  8  7 24  0	
 1  1 362356 3477380 196928 1219440   16    0    16  6314 2215 7286 60  9  9 22  0	
 5  0 362356 3477256 196936 1219596    0    0     0  1964 2019 8297 64  8  3 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 362356 3477132 196936 1219772    0    0     0  2144 2029 8036 63  8  6 24  0	
 1  1 362356 3476636 196952 1219964    0    0     0  2168 2059 8372 63 10  5 23  0	
 1  2 362356 3476636 196960 1220140    0    0     0  3324 2083 8088 65  9  3 24  0	
 5  2 362356 3476132 196960 1220316    0    0     0  8216 2302 7575 62  9  4 25  0	
 1  1 362356 3475876 196968 1220472    0    0     0  2162 2046 8749 64  8  4 24  0	
 6  0 362356 3475876 196976 1220644    0    0     0  2234 2089 8002 61  9  9 21  0	
 7  0 362356 3475520 196976 1220844    0    0     0  2054 2094 8292 63  8  8 21  0	
 1  1 362328 3473472 196976 1221016   16    0    16  2026 1991 7667 63  8  6 23  0	
 1  1 362300 3473100 196992 1221188   32    0    32  2242 2048 7992 64  8  8 20  0	
 2  1 362300 3472976 196992 1221360    0    0     0  6256 2179 7595 62  9  5 25  0	
 3  1 362300 3472976 196992 1221520    0    0     0  1782 1962 8914 65  8  3 24  0	
 2  1 362300 3472604 197000 1221704    0    0     0  2006 1992 8127 65  9  4 22  0	
 1  1 362300 3472604 197000 1221876    0    0     0  2154 2035 8426 65  8  5 22  0	
 1  1 362300 3472356 197016 1222056    0    0     0  2126 2010 7787 63  9  5 23  0	
 1  1 362296 3472356 197016 1222220    0    0     0  2390 2013 7964 63  8  7 23  0	
 7  0 362296 3472356 197016 1222372    0    0     0  5610 2065 7079 63  8  6 22  0	
 5  1 362296 3471984 197024 1222540    0    0     0  5468 2143 7524 63  9  4 23  0	
 2  1 362296 3471860 197024 1222700    0    0     0  5406 2043 7043 64  8  3 25  0	
 1  1 362296 3471620 197040 1222856    0    0     0  5412 2157 7572 64  9  3 24  0	
 1  1 362288 3471348 197040 1222992   16    0    16  5604 2120 7015 67  9  3 21  0	
 1  1 362256 3469060 197040 1223172   16    0    16  2268 2028 7344 63  8  4 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 362240 3468564 197048 1223344   16    0    16  2810 2074 7047 61  8  9 21  0	
 1  2 362240 3468564 197056 1223492    0    0     0  6504 2168 6789 60  8 10 23  0	
 1  1 362240 3468688 197056 1223672    0    0     0  7590 2234 7479 62 10  6 22  0	
 1  1 362240 3468564 197064 1223816    0    0     0  2158 2014 7629 60  8  8 24  0	
 7  1 362240 3468440 197064 1223988    0    0     0  2016 1975 8157 64  9  2 26  0	
 8  0 362240 3467820 197072 1224168    0    0     0  2098 2080 7657 61  9 12 18  0	
 1  1 362240 3467820 197080 1224344    0    0     0  2144 2033 8529 64  9  5 23  0	
 1  1 362240 3467464 197080 1224536    0    0     0  2266 2094 8499 64  9  7 20  0	
 1  1 362240 3467464 197080 1224716    0    0     0  4792 2120 8006 64  9  1 25  0	
 1  1 362240 3467340 197088 1224868    0    0     0  3582 2080 7552 63  9  3 25  0	
 1  1 362240 3467464 197096 1225032    0    0     0  5422 2098 6681 62  9  9 21  0	
 2  1 362208 3465292 197096 1225168   16    0    16  5502 2135 6346 59  8 13 20  0	
 1  1 362184 3464416 197112 1225320   16    0    16  5680 2107 7002 62  8  6 23  0	
 2  1 362184 3464416 197112 1225480    0    0     0  5608 2120 7536 65  8  6 22  0	
 8  0 362184 3464292 197112 1225636    0    0     0  1732 1969 7759 62  9  4 25  0	
 1  1 362184 3464052 197120 1225816    0    0     0  6030 2169 7162 61 10  8 22  0	
 1  1 362184 3464052 197120 1225972    0    0     0  1932 2058 8341 63  8  7 23  0	
 1  1 362184 3463672 197136 1226156    0    0     0  2054 2013 8163 64  9  4 23  0	
 1  1 362184 3463548 197136 1226336    0    0     0  2008 2027 7652 62  8  9 22  0	
 1  1 362184 3463556 197136 1226508    0    0     0  2176 2058 8597 62  9  6 23  0	
 7  0 362184 3463060 197144 1226684    0    0     0  2302 2018 7715 63  9  6 22  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 362184 3463060 197152 1226836    0    0     0  5456 2116 7130 63  8  5 24  0	
 1  1 362184 3462812 197160 1227008    0    0     0  5590 2157 7608 67  9  1 23  0	
 1  1 362184 3462688 197160 1227156    0    0     0  5622 2076 6886 62  8  6 24  0	
 3  1 362148 3460516 197160 1227308   16    0    16  5566 2170 7220 62  8 11 20  0	
